"sci_name"	"genus"	"subfamily"	"family"	"superfamily"	"ITIS_id"
"Lithophane querquera"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939390
"Lithophane semiusta"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939392
"Lithophane signosa"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939393
"Lithophane tepida"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939397
"Lithophane unimoda"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939400
"Lithophane viridipallens"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939402
"Loscopia roblei"	"Loscopia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939418
"Loscopia velata"	"Loscopia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939419
"Lycophotia phyllophora"	"Lycophotia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771399
"Macronoctua onusta"	"Macronoctua"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117413
"Magusa divaricata"	"Magusa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939443
"Magusa orbifera"	"Magusa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939444
"Melanapamea mixta"	"Melanapamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939478
"Melanchra adjuncta"	"Melanchra"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939479
"Meropleon ambifusca"	"Meropleon"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939498
"Meropleon cinnamicolor"	"Meropleon"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939499
"Meropleon cosmion"	"Meropleon"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939500
"Meropleon diversicolor"	"Meropleon"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939501
"Meropleon titan"	"Meropleon"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939503
"Mesapamea fractilinea"	"Mesapamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939505
"Metaxaglaea australis"	"Metaxaglaea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939522
"Metaxaglaea inulta"	"Metaxaglaea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939523
"Metaxaglaea semitaria"	"Metaxaglaea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939524
"Metaxaglaea viatica"	"Metaxaglaea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939525
"Metaxaglaea violacea"	"Metaxaglaea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939526
"Morrisonia confusa"	"Morrisonia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939549
"Morrisonia Confusa"	"Morrisonia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939549
"Morrisonia evicta"	"Morrisonia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939550
"Morrisonia latex"	"Morrisonia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939551
"Morrisonia mucens"	"Morrisonia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939552
"Morrisonia triangula"	"Morrisonia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939553
"Mythimna oxygala"	"Mythimna"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939563
"Mythimna unipuncta"	"Mythimna"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939565
"Nedra ramosula"	"Nedra"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188957
"Neoligia crytora"	"Neoligia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939593
"Nephelodes minians"	"Nephelodes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117421
"Niphonyx segregata"	"Niphonyx"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939618
"Noctua pronuba"	"Noctua"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771401
"Ochropleura implecta"	"Ochropleura"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771402
"Oligia chlorostigma"	"Oligia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117428
"Oligia modica"	"Oligia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117430
"Orthodes cynica"	"Orthodes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939680
"Orthodes detracta"	"Orthodes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939682
"Orthodes goodelli"	"Orthodes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939684
"Orthodes majuscula"	"Orthodes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939685
"Orthosia alurina"	"Orthosia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939690
"Orthosia garmani"	"Orthosia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939698
"Orthosia hibisci"	"Orthosia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188859
"Orthosia revicta"	"Orthosia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188858
"Orthosia rubescens"	"Orthosia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939705
"Pachypolia atricornis"	"Pachypolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939730
"Papaipema appassionata"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939760
"Papaipema araliae"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939761
"Papaipema arctivorens"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939762
"Papaipema astuta"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939763
"Papaipema baptisiae"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939765
"Papaipema birdi"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939767
"Papaipema cataphracta"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117446
"Papaipema cerina"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939768
"Papaipema cerussata"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939769
"Papaipema duovata"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939772
"Papaipema eryngii"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939774
"Papaipema eupatorii"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939775
"Papaipema furcata"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939776
"Papaipema impecuniosa"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188718
"Papaipema inquaesita"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939778
"Papaipema lysimachiae"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939783
"Papaipema marginidens"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939784
"Papaipema maritima"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939785
"Papaipema nebris"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117447
"Papaipema necopina"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939786
"Papaipema nelita"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939787
"Papaipema polymniae"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939790
"Papaipema pterisii"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188719
"Papaipema rigida"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939791
"Papaipema rutila"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939792
"Papaipema speciosissima"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939796
"Papaipema stenocelis"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939797
"Papaipema unimoda"	"Papaipema"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939799
"Parapamea buffaloensis"	"Parapamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939813
"Parastichtis suspecta"	"Parastichtis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939819
"Peridroma saucia"	"Peridroma"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117454
"Phlogophora iris"	"Phlogophora"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188949
"Phlogophora periculosa"	"Phlogophora"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188950
"Phosphila miselioides"	"Phosphila"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939849
"Phosphila turbulenta"	"Phosphila"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939850
"Photedes carterae"	"Photedes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939851
"Photedes enervata"	"Photedes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939854
"Platypolia anceps"	"Platypolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188903
"Platypolia mactata"	"Platypolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939889
"Polia imbrifera"	"Polia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188814
"Polia nimbosa"	"Polia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188810
"Properigea tapeta"	"Properigea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939958
"Protapamea danieli"	"Protapamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939964
"Protapamea louisae"	"Protapamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939965
"Protolampra brunneicollis"	"Protolampra"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771416
"Protorthodes oviduca"	"Protorthodes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188851
"Proxenus miranda"	"Proxenus"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940008
"Pseudeustrotia carneola"	"Pseudeustrotia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940044
"Pseudohermonassa bicarnea"	"Pseudohermonassa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771417
"Pseudorthodes vecors"	"Pseudorthodes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188854
"Pyreferra ceromatica"	"Pyreferra"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940095
"Pyreferra citrombra"	"Pyreferra"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940096
"Pyreferra hesperidago"	"Pyreferra"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940097
"Pyreferra pettiti"	"Pyreferra"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940098
"Resapamea passer"	"Resapamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940127
"Resapamea trigona"	"Resapamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940129
"Sericaglaea signata"	"Sericaglaea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940290
"Sideridis congermana"	"Sideridis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940293
"Spaelotis clandestina"	"Spaelotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771426
"Spiramater lutra"	"Spiramater"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940318
"Spodoptera dolichos"	"Spodoptera"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940321
"Spodoptera eridania"	"Spodoptera"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117469
"Spodoptera exigua"	"Spodoptera"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117471
"Spodoptera frugiperda"	"Spodoptera"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117472
"Spodoptera latifascia"	"Spodoptera"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940323
"Spodoptera ornithogalli"	"Spodoptera"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117474
"Sunira bicolorago"	"Sunira"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188918
"Sutyna privata"	"Sutyna"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188910
"Tricholita signata"	"Tricholita"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940622
"Trichordestra beanii"	"Trichordestra"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940625
"Trichordestra legitima"	"Trichordestra"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117481
"Ulolonche culea"	"Ulolonche"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940659
"Ulolonche modesta"	"Ulolonche"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940664
"Xanthopastis regnatrix"	"Xanthopastis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	941100
"Xestia badicollis"	"Xestia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771438
"Xestia c-nigrum"	"Xestia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771442
"Xestia dilucida"	"Xestia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771445
"Xestia dolosa"	"Xestia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771446
"Xestia elimata"	"Xestia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771447
"Xestia normanianus"	"Xestia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771465
"Xestia perquiritata"	"Xestia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771468
"Xestia praevia"	"Xestia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771470
"Xestia smithii"	"Xestia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771473
"Xylomoia chagnoni"	"Xylomoia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940692
"Xylotype capax"	"Xylotype"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940695
"Xystopeplus rufago"	"Xystopeplus"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	940696
"Sympistis badistriga"	"Sympistis"	"Oncocnemidinae"	"Noctuidae"	"Noctuoidea"	940379
"Sympistis dinalda"	"Sympistis"	"Oncocnemidinae"	"Noctuidae"	"Noctuoidea"	940412
"Sympistis perscripta"	"Sympistis"	"Oncocnemidinae"	"Noctuidae"	"Noctuoidea"	940488
"Charadra deridens"	"Charadra"	"Pantheinae"	"Noctuidae"	"Noctuoidea"	938182
"Colocasia flavicornis"	"Colocasia"	"Pantheinae"	"Noctuidae"	"Noctuoidea"	938243
"Colocasia propinquilinea"	"Colocasia"	"Pantheinae"	"Noctuidae"	"Noctuoidea"	938244
"Panthea acronyctoides"	"Panthea"	"Pantheinae"	"Noctuidae"	"Noctuoidea"	188728
"Panthea furcilla"	"Panthea"	"Pantheinae"	"Noctuidae"	"Noctuoidea"	939752
"Abrostola ovalis"	"Abrostola"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	937572
"Allagrapha aerea"	"Allagrapha"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	937692
"Anagrapha falcifera"	"Anagrapha"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	117363
"Argyrogramma verruca"	"Argyrogramma"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	937887
"Autographa ampla"	"Autographa"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	188688
"Autographa precationis"	"Autographa"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	937936
"Chrysanympha formosa"	"Chrysanympha"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	189013
"Chrysodeixis includens"	"Chrysodeixis"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	938187
"Ctenoplusia oxygramma"	"Ctenoplusia"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	938338
"Diachrysia aereoides"	"Diachrysia"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	938419
"Diachrysia balluca"	"Diachrysia"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	938420
"Enigmogramma basigera"	"Enigmogramma"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	938542
"Eosphoropteryx thyatyroides"	"Eosphoropteryx"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	938543
"Exyra fax"	"Exyra"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	938811
"Exyra ridingsii"	"Exyra"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	938812
"Exyra semicrocea"	"Exyra"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	938813
"Megalographa biloba"	"Megalographa"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	939469
"Polychrysia morigera"	"Polychrysia"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	939913
"Pseudeva purpurigera"	"Pseudeva"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	189011
"Rachiplusia ou"	"Rachiplusia"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	940101
"Syngrapha alias"	"Syngrapha"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	188996
"Syngrapha rectangula"	"Syngrapha"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	188994
"Trichoplusia ni"	"Trichoplusia"	"Plusiinae"	"Noctuidae"	"Noctuoidea"	117479
"Afrida ydatodes"	"Afrida"	"Afridinae"	"Nolidae"	"Noctuoidea"	937660
"Garella nilotica"	"Garella"	"Chloephorinae"	"Nolidae"	"Noctuoidea"	938860
"Nycteola frigidana"	"Nycteola"	"Chloephorinae"	"Nolidae"	"Noctuoidea"	188980
"Nycteola metaspilella"	"Nycteola"	"Chloephorinae"	"Nolidae"	"Noctuoidea"	939647
"Diphthera festiva"	"Diphthera"	"Diphtherinae"	"Nolidae"	"Noctuoidea"	938450
"Meganola minuscula"	"Meganola"	"Nolinae"	"Nolidae"	"Noctuoidea"	939474
"Meganola phylla"	"Meganola"	"Nolinae"	"Nolidae"	"Noctuoidea"	939475
"Meganola spodia"	"Meganola"	"Nolinae"	"Nolidae"	"Noctuoidea"	939476
"Nola cereella"	"Nola"	"Nolinae"	"Nolidae"	"Noctuoidea"	939630
"Nola cilicoides"	"Nola"	"Nolinae"	"Nolidae"	"Noctuoidea"	939631
"Nola clethrae"	"Nola"	"Nolinae"	"Nolidae"	"Noctuoidea"	939632
"Nola pustulata"	"Nola"	"Nolinae"	"Nolidae"	"Noctuoidea"	939637
"Nola triquetrana"	"Nola"	"Nolinae"	"Nolidae"	"Noctuoidea"	939638
"Baileya australis"	"Baileya"	"Risobinae"	"Nolidae"	"Noctuoidea"	937965
"Baileya dormitans"	"Baileya"	"Risobinae"	"Nolidae"	"Noctuoidea"	937966
"Baileya doubledayi"	"Baileya"	"Risobinae"	"Nolidae"	"Noctuoidea"	937967
"Baileya ellessyoo"	"Baileya"	"Risobinae"	"Nolidae"	"Noctuoidea"	937968
"Baileya levitans"	"Baileya"	"Risobinae"	"Nolidae"	"Noctuoidea"	937969
"Baileya ophthalmica"	"Baileya"	"Risobinae"	"Nolidae"	"Noctuoidea"	937970
"Heterocampa astarte"	"Heterocampa"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936784
"Heterocampa biundata"	"Heterocampa"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936789
"Heterocampa guttivitta"	"Heterocampa"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	117517
"Heterocampa obliqua"	"Heterocampa"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936794
"Heterocampa subrotata"	"Heterocampa"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936799
"Heterocampa umbrata"	"Heterocampa"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936800
"Heterocampa varia"	"Heterocampa"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936801
"Hyparpax aurora"	"Hyparpax"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936805
"Hyparpax perophoroides"	"Hyparpax"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936808
"Lochmaeus bilineata"	"Lochmaeus"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936819
"Lochmaeus manteo"	"Lochmaeus"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936820
"Macrurocampa marthesia"	"Macrurocampa"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936822
"Misogada unicolor"	"Misogada"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936823
"Oligocentria lignicolor"	"Oligocentria"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936838
"Oligocentria semirufescens"	"Oligocentria"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936843
"Schizura apicalis"	"Schizura"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936855
"Schizura badia"	"Schizura"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936856
"Schizura concinna"	"Schizura"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	117522
"Schizura ipomoeae"	"Schizura"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	189044
"Schizura leptinoides"	"Schizura"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	936859
"Schizura unicornis"	"Schizura"	"Heterocampinae"	"Notodontidae"	"Noctuoidea"	117523
"Cerura scitiscripta"	"Cerura"	"Notodontinae"	"Notodontidae"	"Noctuoidea"	936744
"Furcula borealis"	"Furcula"	"Notodontinae"	"Notodontidae"	"Noctuoidea"	936771
"Furcula cinerea"	"Furcula"	"Notodontinae"	"Notodontidae"	"Noctuoidea"	936772
"Gluphisia septentrionis"	"Gluphisia"	"Notodontinae"	"Notodontidae"	"Noctuoidea"	936779
"Hyperaeschra georgica"	"Hyperaeschra"	"Notodontinae"	"Notodontidae"	"Noctuoidea"	936810
"Nerice bidentata"	"Nerice"	"Notodontinae"	"Notodontidae"	"Noctuoidea"	936825
"Notodonta scitipennis"	"Notodonta"	"Notodontinae"	"Notodontidae"	"Noctuoidea"	936828
"Pheosia rimosa"	"Pheosia"	"Notodontinae"	"Notodontidae"	"Noctuoidea"	936848
"Dasylophia anguina"	"Dasylophia"	"Nystaleinae"	"Notodontidae"	"Noctuoidea"	936753
"Dasylophia thyatiroides"	"Dasylophia"	"Nystaleinae"	"Notodontidae"	"Noctuoidea"	936755
"Symmerista albifrons"	"Symmerista"	"Nystaleinae"	"Notodontidae"	"Noctuoidea"	936860
"Symmerista canicosta"	"Symmerista"	"Nystaleinae"	"Notodontidae"	"Noctuoidea"	936861
"Symmerista leucitys"	"Symmerista"	"Nystaleinae"	"Notodontidae"	"Noctuoidea"	117525
"Datana angusii"	"Datana"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	936756
"Datana contracta"	"Datana"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	936758
"Datana drexelii"	"Datana"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	936760
"Datana integerrima"	"Datana"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	117513
"Datana major"	"Datana"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	117514
"Datana ministra"	"Datana"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	117515
"Datana perspicua"	"Datana"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	936763
"Datana ranaeceps"	"Datana"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	936764
"Datana robusta"	"Datana"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	936765
"Ellida caniplaga"	"Ellida"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	936768
"Nadata gibbosa"	"Nadata"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	189053
"Peridea angulosa"	"Peridea"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	936845
"Peridea basitriens"	"Peridea"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	936846
"Peridea ferruginea"	"Peridea"	"Phalerinae"	"Notodontidae"	"Noctuoidea"	936847
"Clostera apicalis"	"Clostera"	"Pygaerinae"	"Notodontidae"	"Noctuoidea"	936746
"Clostera inclusa"	"Clostera"	"Pygaerinae"	"Notodontidae"	"Noctuoidea"	936748
"Microcrambus biguttellus"	"Microcrambus"	"Crambinae"	"Crambidae"	"Pyraloidea"	117822
"Microcrambus elegans"	"Microcrambus"	"Crambinae"	"Crambidae"	"Pyraloidea"	117823
"Microcrambus kimballi"	"Microcrambus"	"Crambinae"	"Crambidae"	"Pyraloidea"	117827
"Microcrambus minor"	"Microcrambus"	"Crambinae"	"Crambidae"	"Pyraloidea"	117825
"Urola nivalis"	"Urola"	"Crambinae"	"Crambidae"	"Pyraloidea"	117815
"Chrysendeton medicinalis"	"Chrysendeton"	"Nymphulinae"	"Crambidae"	"Pyraloidea"	117723
"Parapoynx allionealis"	"Parapoynx"	"Nymphulinae"	"Crambidae"	"Pyraloidea"	117719
"Parapoynx maculalis"	"Parapoynx"	"Nymphulinae"	"Crambidae"	"Pyraloidea"	117715
"Petrophila fulicalis"	"Petrophila"	"Nymphulinae"	"Crambidae"	"Pyraloidea"	117687
"Ostrinia nubilalis"	"Ostrinia"	"Pyraustinae"	"Crambidae"	"Pyraloidea"	117738
"Ostrinia obumbratalis"	"Ostrinia"	"Pyraustinae"	"Crambidae"	"Pyraloidea"	117735
"Ostrinia penitalis"	"Ostrinia"	"Pyraustinae"	"Crambidae"	"Pyraloidea"	117733
"Perispasta caeculalis"	"Perispasta"	"Pyraustinae"	"Crambidae"	"Pyraloidea"	117740
"Psara obscuralis"	"Psara"	"Pyraustinae"	"Crambidae"	"Pyraloidea"	117807
"Rupela segrega"	"Rupela"	"Schoenobiinae"	"Crambidae"	"Pyraloidea"	117803
"Schreckensteinia festaliella"	"Schreckensteinia"	NA	"Schreckensteiniidae"	"Schreckensteinioidea"	118710
"Archips dissitana"	"Archips"	"Tortricinae"	"Tortricidae"	"Tortricoidea"	117893
"Archips fervidana"	"Archips"	"Tortricinae"	"Tortricidae"	"Tortricoidea"	117883
"Archips georgiana"	"Archips"	"Tortricinae"	"Tortricidae"	"Tortricoidea"	117881
"Archips grisea"	"Archips"	"Tortricinae"	"Tortricidae"	"Tortricoidea"	117886
"Archips purpurana"	"Archips"	"Tortricinae"	"Tortricidae"	"Tortricoidea"	117874
"Archips rileyana"	"Archips"	"Tortricinae"	"Tortricidae"	"Tortricoidea"	117888
"Fulgoraecia exigua"	"Fulgoraecia"	NA	"Epipyropidae"	"Zygaenoidea"	117636
"Adoneta bicaudata"	"Adoneta"	"Limacodinae"	"Limacodidae"	"Zygaenoidea"	117613
"Adoneta spinuloides"	"Adoneta"	"Limacodinae"	"Limacodidae"	"Zygaenoidea"	117614
"Euclea delphinii"	"Euclea"	"Limacodinae"	"Limacodidae"	"Zygaenoidea"	117619
"Parasa chloris"	"Parasa"	"Limacodinae"	"Limacodidae"	"Zygaenoidea"	117622
"Parasa indetermina"	"Parasa"	"Limacodinae"	"Limacodidae"	"Zygaenoidea"	117625
"Phobetron pithecium"	"Phobetron"	"Limacodinae"	"Limacodidae"	"Zygaenoidea"	117606
"Lagoa crispata"	"Lagoa"	NA	"Megalopygidae"	"Zygaenoidea"	117628
"Acharia stimulea"	NA	NA	NA	NA	NA
"Achyra rantalis"	NA	NA	NA	NA	NA
"Acleris albicomana"	NA	NA	NA	NA	NA
"Acleris cervinana"	NA	NA	NA	NA	NA
"Acleris logiana"	NA	NA	NA	NA	NA
"Acleris schalleriana"	NA	NA	NA	NA	NA
"Acoloithus falsarius"	NA	NA	NA	NA	NA
"Acrobasis angusella"	NA	NA	NA	NA	NA
"Acrobasis aurorella"	NA	NA	NA	NA	NA
"Acrobasis carpinivorella"	NA	NA	NA	NA	NA
"Acrobasis caryae"	NA	NA	NA	NA	NA
"Acrobasis caryaevorella"	NA	NA	NA	NA	NA
