"taxon.name","class"
"Tambja verconis","Gastropoda"
"Galathea australiensis",NA
"Australostichopus mollis","Holothuroidea"
"Scobinichthys granulatus","Actinopterygii"
"Polycera hedgpethi","Gastropoda"
"Platycephalus speculator","Actinopterygii"
"Parablennius tasmanianus","Actinopterygii"
"Octopus berrima","Cephalopoda"
"Doriopsilla carneola","Gastropoda"
"Rostanga crawfordi","Gastropoda"
"Trapania brunnea","Gastropoda"
"Anteaeolidiella lurana","Gastropoda"
"Facelina newcombi",NA
"Hippocampus abdominalis","Actinopterygii"
"Paguristes frontalis","Malacostraca"
"Euprymna tasmanica","Cephalopoda"
"Ceratosoma brevicaudatum","Gastropoda"
"Ceratosoma amoenum","Gastropoda"
"Sepioteuthis australis","Cephalopoda"
"Bovichtus angustifrons","Actinopterygii"
"Berthellina citrina","Gastropoda"
"Isanemonia australis",NA
"Maritigrella virgulata",NA
"Maritigrella fuscopunctata",NA
"Ascidiophilla alba",NA
"Cycloporus venetus",NA
"Paraplanocera oligoglena",NA
"Callioplana marginata",NA
"Scutia myrtina","Magnoliopsida"
"Nuxia floribunda","Magnoliopsida"
"Elaeodendron croceum","Magnoliopsida"
"Ekebergia capensis","Magnoliopsida"
"Syntherata escarlata","Insecta"
"Rhabdomys pumilio","Mammalia"
"Muraltia heisteria","Magnoliopsida"
"Anthochaera carunculata","Aves"
"Muraltia ciliaris","Magnoliopsida"
"Dirioxa pornia",NA
"Phylidonyris novaehollandiae","Aves"
"Danaus plexippus","Insecta"
"Rubus parvifolius","Magnoliopsida"
"Intellagama lesueurii","Reptilia"
"Hypocysta metirius","Insecta"
"Dindymus versicolor","Insecta"
"Bauera rubioides","Magnoliopsida"
"Amata nigriceps","Insecta"
"Lagurus ovatus","Liliopsida"
"Archimantis latistyla","Insecta"
"Pulchrocladia retipora","Lecanoromycetes"
"Macropus agilis","Mammalia"
"Thylogale thetis","Mammalia"
"Macropus robustus","Mammalia"
"Discotrema monogrammum","Actinopterygii"
"Microcanthus strigatus","Actinopterygii"
"Cuapetes kororensis","Malacostraca"
"Macropus rufus","Mammalia"
"Monacanthus chinensis","Actinopterygii"
"Glyphodes microta","Insecta"
"Spodoptera mauritia","Insecta"
"Elusa semipecten","Insecta"
"Donuca rubropicta","Insecta"
"Maroga melanostigma","Insecta"
"Panacela lewinae","Insecta"
"Maliattha amorpha","Insecta"
"Pararguda australasiae","Insecta"
"Orgyia australis","Insecta"
"Circopetes obtusata","Insecta"
"Tamasa tristigma","Insecta"
"Eucymatoge peplodes","Insecta"
"Arhodia lasiocamparia","Insecta"
"Torbia viridissima","Insecta"
"Struthio molybdophanes","Aves"
"Macropus irma","Mammalia"
"Otolemur garnettii","Mammalia"
"Leucophyta brownii","Magnoliopsida"
"Agama lionotus","Reptilia"
"Achillea millefolium","Magnoliopsida"
"Ostorhinchus rueppellii","Actinopterygii"
"Mycteria ibis","Aves"
"Hippobroma longiflora","Magnoliopsida"
"Phacochoerus aethiopicus","Mammalia"
"Lophaetus occipitalis","Aves"
"Sagittarius serpentarius","Aves"
"Trichonephila plumipes","Arachnida"
"Papio cynocephalus","Mammalia"
"Tetranychus lintearius","Arachnida"
"Dromaeschna weiskei",NA
"Trichonephila inaurata","Arachnida"
"Nephila pilipes","Arachnida"
"Carex vulpinoidea","Liliopsida"
"Coprosma grandifolia","Magnoliopsida"
"Carex virgata","Liliopsida"
"Carex geminata","Liliopsida"
"Earina autumnalis","Liliopsida"
"Weinmannia racemosa","Magnoliopsida"
"Nertera depressa","Magnoliopsida"
"Pseudopanax crassifolius","Magnoliopsida"
"Leycesteria formosa","Magnoliopsida"
"Cyathea medullaris","Polypodiopsida"
"Paesia scaberula","Polypodiopsida"
"Rubus australis","Magnoliopsida"
"Gahnia xanthocarpa","Liliopsida"
"Blechnum procerum","Polypodiopsida"
"Sticherus cunninghamii","Polypodiopsida"
"Melanozosteria nitida","Insecta"
"Neoaratus hercules","Insecta"
"Diplacodes haematodes","Insecta"
"Cercopithecus mitis","Mammalia"
"Orthetrum caledonicum","Insecta"
"Hypolimnas bolina","Insecta"
"Harmonia testudinaria","Insecta"
"Pseuderanthemum variabile","Magnoliopsida"
"Theretra latreillii","Insecta"
"Polyrhachis ammon","Insecta"
"Melanodes anthracitaria","Insecta"
"Cystosoma saundersii","Insecta"
"Aleeta curvicosta","Insecta"
"Lindsaea trichomanoides","Polypodiopsida"
"Hymenophyllum dilatatum","Polypodiopsida"
"Rumohra adiantiformis","Polypodiopsida"
"Hymenophyllum nephrophyllum","Polypodiopsida"
"Freycinetia banksii","Liliopsida"
"Trichomanes venosum","Polypodiopsida"
"Dacrycarpus dacrydioides","Pinopsida"
"Mniodendron comosum",NA
"Griselinia lucida","Magnoliopsida"
"Galanga labeculata","Insecta"
"Lomaria discolor","Polypodiopsida"
"Podocarpus totara","Pinopsida"
"Metrosideros diffusa","Magnoliopsida"
"Dacrydium cupressinum","Pinopsida"
"Myrsine salicina","Magnoliopsida"
"Cranfillia nigra","Polypodiopsida"
"Blechnum colensoi","Polypodiopsida"
"Coprosma rhamnoides","Magnoliopsida"
"Coprosma foetidissima","Magnoliopsida"
"Hedycarya arborea","Magnoliopsida"
"Neomyrtus pedunculata","Magnoliopsida"
"Hymenophyllum flabellatum","Polypodiopsida"
"Pelecanus conspicillatus","Aves"
"Tenguella marginalba","Gastropoda"
"Papilio aegeus","Insecta"
"Psoralea laxa","Magnoliopsida"
"Myrmecocichla formicivora","Aves"
"Limonium scabrum","Magnoliopsida"
"Colchicum eucomoides","Liliopsida"
"Metalasia densa","Magnoliopsida"
"Sclerophrys pantherina","Amphibia"
"Afrogecko porphyreus","Reptilia"
"Harpactira chrysogaster","Arachnida"
"Trachylepis homalocephala","Reptilia"
"Amietia fuscigula","Amphibia"
"Tragelaphus imberbis","Mammalia"
"Procavia capensis","Mammalia"
"Trachyandra divaricata","Liliopsida"
"Eriocephalus africanus","Magnoliopsida"
"Aepyceros melampus","Mammalia"
"Toxorhynchites speciosus","Insecta"
"Elegia tectorum","Liliopsida"
"Maratus ottoi",NA
"Clematis vitalba","Magnoliopsida"
"Bulbophyllum nutans","Liliopsida"
"Hyperolius marmoratus","Amphibia"
"Cortinarius porphyroideus","Agaricomycetes"
"Tyria jacobaeae","Insecta"
"Alectura lathami","Aves"
"Parupeneus barberinoides","Actinopterygii"
"Maratus volans","Arachnida"
"Uropetala chiltoni","Insecta"
"Siganus lineatus","Actinopterygii"
"Chlorophytum comosum","Liliopsida"
"Streptocarpus rexii","Magnoliopsida"
"Helichrysum petiolare","Magnoliopsida"
"Mulloidichthys vanicolensis","Actinopterygii"
"Dietes iridioides","Liliopsida"
"Aseroe rubra","Agaricomycetes"
"Lycaena boldenarum","Insecta"
"Anoplolepis steingroeveri","Insecta"
"Valenciennea longipinnis","Actinopterygii"
"Tarucus thespis","Insecta"
"Aspalathus digitifolia","Magnoliopsida"
"Pachyrhamma longipes","Insecta"
"Pristhesancus plagipennis","Insecta"
"Ovis aries","Mammalia"
"Cotula coronopifolia","Magnoliopsida"
"Paphies subtriangulata","Bivalvia"
"Alcithoe arabica","Gastropoda"
"Dosinia subrosea","Bivalvia"
"Ostrea chilensis","Bivalvia"
"Scyphax ornatus","Malacostraca"
"Hippodamia variegata","Insecta"
"Xanthorrhoea preissii","Liliopsida"
"Opistognathus darwiniensis",NA
"Ixora coccinea","Magnoliopsida"
"Aspidimorpha quadriremis","Insecta"
"Microcarbo melanoleucos","Aves"
"Leipoxais peraffinis","Insecta"
"Pseudagrion kersteni","Insecta"
"Trithemis furva","Insecta"
"Amietia delalandii","Amphibia"
"Iridomyrmex purpureus","Insecta"
"Ranoidea caerulea","Amphibia"
"Chelonia mydas","Reptilia"
"Oryx beisa","Mammalia"
"Cyphia digitata","Magnoliopsida"
"Satyrium odorum","Liliopsida"
"Euphorbia burmannii","Magnoliopsida"
"Moraea flaccida","Liliopsida"
"Printzia polifolia","Magnoliopsida"
"Athanasia trifurcata","Magnoliopsida"
"Salvia aurea","Magnoliopsida"
"Helichrysum revolutum","Magnoliopsida"
"Pelargonium alchemilloides","Magnoliopsida"
"Globulariopsis adpressa",NA
"Pterygodium orobanchoides","Liliopsida"
"Disa bracteata","Liliopsida"
"Aristea africana","Liliopsida"
"Cysticapnos cracca","Magnoliopsida"
"Pauridia capensis","Liliopsida"
"Hemimeris racemosa","Magnoliopsida"
"Pterygodium catholicum","Liliopsida"
"Anisodontea biflora","Magnoliopsida"
"Aspalathus cordata","Magnoliopsida"
"Hermannia alnifolia","Magnoliopsida"
"Muraltia ericifolia","Magnoliopsida"
"Anthospermum spathulatum","Magnoliopsida"
"Giraffa camelopardalis","Mammalia"
"Lagonosticta rhodopareia","Aves"
"Lycaena salustius","Insecta"
"Scorpaenodes evides","Actinopterygii"
"Oryctes rhinoceros","Insecta"
"Trachylepis thomensis",NA
"Eurhynchus quadrituberculatus","Insecta"
"Amphicallia bellatrix","Insecta"
"Xylorycta haplochroa",NA
"Genduara punctigera","Insecta"
"Heliothis roseivena","Insecta"
"Lichenaula laniata",NA
"Hestiochora xanthocoma",NA
"Agrius convolvuli","Insecta"
"Raoulia australis","Magnoliopsida"
"Myliobatis tenuicaudatus","Elasmobranchii"
"Acryllium vulturinum","Aves"
"Chenolea diffusa","Magnoliopsida"
"Panthera leo","Mammalia"
"Astropyga radiata","Echinoidea"
"Orthetrum villosovittatum","Insecta"
"Prostanthera lasianthos","Magnoliopsida"
"Monochamus leuconotus","Insecta"
"Discaria toumatou","Magnoliopsida"
"Phyllacanthus parvispinus","Echinoidea"
"Fromia polypora","Asteroidea"
"Aphelodoris varia","Gastropoda"
"Polycitor giganteus","Ascidiacea"
"Hypselodoris obscura","Gastropoda"
"Phyllopteryx taeniolatus","Actinopterygii"
"Hypselodoris bennetti","Gastropoda"
"Triphyllozoon moniliferum","Gymnolaemata"
"Sabellastarte australiensis","Polychaeta"
"Pteraeolidia ianthina","Gastropoda"
"Doris chrysoderma","Gastropoda"
"Pentagonaster duebeni","Asteroidea"
"Doriprismatica atromarginata","Gastropoda"
"Gymnorhina tibicen","Aves"
"Ornithorhynchus anatinus","Mammalia"
"Ileodictyon cibarium","Agaricomycetes"
"Gallinula tenebrosa","Aves"
"Gahnia procera","Liliopsida"
"Celmisia petriei","Magnoliopsida"
"Dracophyllum filifolium","Magnoliopsida"
"Nestor notabilis","Aves"
"Dolichoglottis lyallii","Magnoliopsida"
"Veronica linifolia","Magnoliopsida"
"Epilobium vernicosum","Magnoliopsida"
"Celmisia spectabilis","Magnoliopsida"
"Pterostylis oliveri",NA
"Celmisia verbascifolia","Magnoliopsida"
"Varanus varius","Reptilia"
"Anax papuensis","Insecta"
"Moraea ramosissima","Liliopsida"
"Actinotus helianthi","Magnoliopsida"
"Sceliphron formosum","Insecta"
"Dipodium variegatum","Liliopsida"
"Dasypogon bromeliifolius","Liliopsida"
"Drymaplaneta communis","Insecta"
"Opodiphthera helena","Insecta"
"Opodiphthera eucalypti","Insecta"
"Ophioglossum coriaceum","Polypodiopsida"
"Cryptostylis erecta","Liliopsida"
"Burhinus grallarius","Aves"
"Uropetala carovei","Insecta"
"Helicoverpa armigera","Insecta"
"Pentachondra pumila","Magnoliopsida"
"Edmondia pinifolia","Magnoliopsida"
"Chiasmia observata","Insecta"
"Drepanogynis cnephaeogramma",NA
"Haliaeetus vocifer","Aves"
"Scyllarides squammosus","Malacostraca"
"Asterodiscides truncatus","Asteroidea"
"Astropecten polyacanthus","Asteroidea"
"Plectaster decanus","Asteroidea"
"Centrostephanus rodgersii","Echinoidea"
"Cryptocentrus cinctus","Actinopterygii"
"Alpheus rapax",NA
"Hyastenus elatus","Malacostraca"
"Gnathophyllum taylori",NA
"Nardoa galatheae",NA
"Diadema savignyi","Echinoidea"
"Pseudocheirus peregrinus","Mammalia"
"Dardanus megistos","Malacostraca"
"Echinaster callosus","Asteroidea"
"Hoplophrys oatesi","Malacostraca"
"Ptilometra australis","Crinoidea"
"Coprinus comatus","Agaricomycetes"
"Olbonoma triptycha","Insecta"
"Xanthocnemis zealandica","Insecta"
"Chiasmia brongusaria","Insecta"
"Procordulia smithii","Insecta"
"Nacoleia rhoeoalis","Insecta"
"Bursaria spinosa","Magnoliopsida"
"Saccostrea glomerata","Bivalvia"
"Veronica lyallii","Magnoliopsida"
"Pataecus fronto","Actinopterygii"
"Austrolestes colensonis","Insecta"
"Pleurobranchus hilli","Gastropoda"
"Parapercis ramsayi","Actinopterygii"
"Goniobranchus tasmaniensis","Gastropoda"
"Achyra affinitalis","Insecta"
"Anoteropsis hilaris","Arachnida"
"Hypericum perforatum","Magnoliopsida"
"Rhinobombyx cuneata","Insecta"
"Chrysolarentia mecynata","Insecta"
"Dollmania purpurascens",NA
"Rhizophora stylosa","Magnoliopsida"
"Uresiphita ornithopteralis","Insecta"
"Concinnia martini","Reptilia"
"Ctenomorpha marginipennis","Insecta"
"Phyllotocus macleayi","Insecta"
"Conoderus exsul","Insecta"
"Aglossa caprealis","Insecta"
"Plectorhinchus lessonii","Actinopterygii"
"Satyrium cristatum","Liliopsida"
"Lupinus arboreus","Magnoliopsida"
"Pomacentrus moluccensis","Actinopterygii"
"Abortiporus biennis","Agaricomycetes"
"Urtica ferox","Magnoliopsida"
"Mannia capensis",NA
"Passiflora foetida","Magnoliopsida"
"Netelia ephippiata","Insecta"
"Tachybaptus novaehollandiae","Aves"
"Egretta novaehollandiae","Aves"
"Grallina cyanoleuca","Aves"
"Trichoglossus moluccanus","Aves"
"Eolophus roseicapilla","Aves"
"Anas gracilis","Aves"
"Aythya australis","Aves"
"Rhyothemis fenestrina","Insecta"
"Neotrygon kuhlii","Elasmobranchii"
"Graphium choredon","Insecta"
"Melaleuca seriata",NA
"Cryptoblepharus australis","Reptilia"
"Phalacrocorax sulcirostris","Aves"
"Plectropomus oligacanthus","Actinopterygii"
"Hippopus hippopus","Bivalvia"
"Rhipidura leucophrys","Aves"
"Veronica stricta","Magnoliopsida"
"Naso vlamingii","Actinopterygii"
"Tonna tankervillii","Gastropoda"
"Atriplex semibaccata","Magnoliopsida"
"Corvus albicollis","Aves"
"Crithagra albogularis","Aves"
"Buteo rufofuscus","Aves"
"Dromaius novaehollandiae","Aves"
"Acanthopagrus australis","Actinopterygii"
"Chelidonura varians","Gastropoda"
"Colobometra perspinosa","Crinoidea"
"Anaphalioides bellidioides","Magnoliopsida"
"Nardoa frianti","Asteroidea"
"Ranunculus crithmifolius","Magnoliopsida"
"Rhinella marina","Amphibia"
"Coris gaimard","Actinopterygii"
"Leptinella pectinata","Magnoliopsida"
"Coprosma propinqua","Magnoliopsida"
"Albuca viscosa","Liliopsida"
"Geum cockaynei","Magnoliopsida"
"Thecacera picta","Gastropoda"
"Psaltoda moerens","Insecta"
"Aciphylla hectorii","Magnoliopsida"
"Muehlenbeckia complexa","Magnoliopsida"
"Canthigaster papua","Actinopterygii"
"Aciphylla scott-thomsonii","Magnoliopsida"
"Phyllachne colensoi","Magnoliopsida"
"Ranunculus multiscapus","Magnoliopsida"
"Bulbinella angustifolia","Liliopsida"
"Aporostylis bifolia","Liliopsida"
"Celmisia densiflora","Magnoliopsida"
"Hedera helix","Magnoliopsida"
"Crinia signifera","Amphibia"
"Celmisia lyallii","Magnoliopsida"
"Drepanogynis breviramus",NA
"Chlorerythra rubriplaga","Insecta"
"Linaria purpurea","Magnoliopsida"
"Podocarpus nivalis","Pinopsida"
"Amanita pekeoides","Agaricomycetes"
"Ozothamnus leptophyllus","Magnoliopsida"
"Anophelepis telesphorus","Insecta"
"Haematopus longirostris","Aves"
"Ardea alba","Aves"
"Daption capense","Aves"
"Macronectes halli","Aves"
"Pachyptila turtur","Aves"
"Globicephala melas","Mammalia"
"Thalassarche salvini","Aves"
"Diomedea epomophora","Aves"
"Physeter macrocephalus","Mammalia"
"Psoralea plauta","Magnoliopsida"
"Procellaria aequinoctialis","Aves"
"Ipomoea pes-caprae","Magnoliopsida"
"Anguilla dieffenbachii","Actinopterygii"
"Chionochloa macra","Liliopsida"
"Anisotome aromatica","Magnoliopsida"
"Gentianella divisa","Magnoliopsida"
"Veronica epacridea","Magnoliopsida"
"Dysoxylum spectabile","Magnoliopsida"
"Forsterygion nigripenne","Actinopterygii"
"Cymothales eccentros","Insecta"
"Adiantum raddianum","Polypodiopsida"
"Anthidium manicatum","Insecta"
"Asparagus scandens","Liliopsida"
"Hedychium gardnerianum","Liliopsida"
"Pneumatopteris pennigera","Polypodiopsida"
"Boscia foetida","Magnoliopsida"
"Capra hircus","Mammalia"
"Novaranea queribunda","Arachnida"
"Miomantis caffra","Insecta"
"Asplenium gracillimum","Polypodiopsida"
"Adiantum cunninghamii","Polypodiopsida"
"Nerine humilis","Liliopsida"
"Teucrium scorodonia","Magnoliopsida"
"Cyprinus carpio","Actinopterygii"
"Berberis glaucocarpa","Magnoliopsida"
"Lophomyrtus obcordata","Magnoliopsida"
"Wiseana umbraculata","Insecta"
"Pterygodium crispum","Liliopsida"
"Notodoris gardineri","Gastropoda"
"Cirripectes filamentosus","Actinopterygii"
"Crassula pellucida","Magnoliopsida"
"Ixia dubia","Liliopsida"
"Moraea tripetala","Liliopsida"
"Gerygone igata","Aves"
"Oligotoma saundersii","Insecta"
"Glaucias amyoti","Insecta"
"Carpodetus serratus","Magnoliopsida"
"Hydrocynus vittatus","Actinopterygii"
"Pteropus poliocephalus","Mammalia"
"Nothofagus cunninghamii","Magnoliopsida"
"Lycopodium deuterodensum","Lycopodiopsida"
"Schizaea bifida","Polypodiopsida"
"Eupoecila australasiae","Insecta"
"Psaltoda plaga","Insecta"
"Epilobium billardiereanum","Magnoliopsida"
"Halcyon chelicuti","Aves"
"Pseudonigrita arnaudi","Aves"
"Ploceus intermedius","Aves"
"Eupodotis senegalensis","Aves"
"Chrysophrys auratus","Actinopterygii"
"Yoyetta humphreyae","Insecta"
"Australaria australasia","Gastropoda"
"Medicago sativa","Magnoliopsida"
"Opisthoncus polyphemus","Arachnida"
"Cheilodactylus nigripes","Actinopterygii"
"Litoria ewingii","Amphibia"
"Arachnura feredayi","Arachnida"
"Aedes notoscriptus","Insecta"
"Adenia digitata","Magnoliopsida"
"Notocerastes tricornis",NA
"Choerocoris paganus","Insecta"
"Cyphipelta rufocyanea",NA
"Lanius excubitoroides","Aves"
"Vanellus coronatus","Aves"
"Terathopius ecaudatus","Aves"
"Torgos tracheliotos","Aves"
"Aquila rapax","Aves"
"Melierax metabates","Aves"
"Elanus caeruleus","Aves"
"Parma victoriae","Actinopterygii"
"Holoplatys lhotskyi",NA
"Nascioides parryi",NA
"Nyctemera amicus","Insecta"
"Prostheclina amplior","Arachnida"
"Syllitus rectus","Insecta"
"Microvalgus bursuriae",NA
"Uraba lugens","Insecta"
"Pogona barbata","Reptilia"
"Apotropina ornatipennis",NA
"Polistes dominula","Insecta"
"Goniaea australasiae","Insecta"
"Phycosecis litoralis","Insecta"
"Anabarhynchus maritimus",NA
"Mythites tuberculatus",NA
"Macrohelodes crassus",NA
"Pseudotsuga menziesii","Pinopsida"
"Pinus radiata","Pinopsida"
"Castiarina flavopicta","Insecta"
"Castiarina ocelligera",NA
"Castiarina virginea",NA
"Enchoptera apicalis","Insecta"
"Geron dispar",NA
"Morus serrator","Aves"
"Meuschenia hippocrepis","Actinopterygii"
"Paropsis tasmanica","Insecta"
"Dasyomma maculipenne",NA
"Tasmaniacris tasmaniensis","Insecta"
"Austrolestes cingulatus","Insecta"
"Xylota flavitarsis",NA
"Freesia laxa","Liliopsida"
"Psychopsis insolens","Insecta"
"Tremella fuciformis","Tremellomycetes"
"Diodon nicthemerus","Actinopterygii"
"Crocodylus niloticus","Reptilia"
"Dactylophora nigricans","Actinopterygii"
"Holoplatys apressus","Arachnida"
"Parabuthus transvaalicus","Arachnida"
"Acaena novae-zelandiae","Magnoliopsida"
"Emberiza citrinella","Aves"
"Orthodera novaezealandiae","Insecta"
"Girella zebra","Actinopterygii"
"Selliera radicans","Magnoliopsida"
"Samolus repens","Magnoliopsida"
"Solanum chenopodioides","Magnoliopsida"
"Scopus umbretta","Aves"
"Cecropis daurica","Aves"
"Dicrurus adsimilis","Aves"
"Herpestes ichneumon","Mammalia"
"Scaptia jacksonii","Insecta"
"Pison spinolae","Insecta"
"Nymphes myrmeleonoides","Insecta"
"Mexcala elegans","Arachnida"
"Pasiphila muscosata","Insecta"
"Monteithiella humeralis","Insecta"
"Sidymella angularis","Arachnida"
"Trite planiceps","Arachnida"
"Mitophyllus gibbosus","Insecta"
"Fuligo septica","Myxomycetes"
"Sphodropoda tristis","Insecta"
"Ligustrum lucidum","Magnoliopsida"
"Leucopogon fasciculatus","Magnoliopsida"
"Pseudocaranx georgianus","Actinopterygii"
"Rexea solandri",NA
"Schedophilus velaini",NA
"Polistes chinensis","Insecta"
"Philobota hypocausta",NA
"Chondropyga dorsalis","Insecta"
"Vitex lucens","Magnoliopsida"
"Uraeginthus bengalus","Aves"
"Kikihia muta","Insecta"
"Agonis flexuosa","Magnoliopsida"
"Euphorbia helioscopia","Magnoliopsida"
"Entoloma translucidum","Agaricomycetes"
"Dicranum fulvum","Bryopsida"
"Candelaria concolor","Lecanoromycetes"
"Dolomedes aquaticus","Arachnida"
"Epyaxa subidaria","Insecta"
"Vanessa gonerilla","Insecta"
"Veronica javanica","Magnoliopsida"
"Sestra flexata","Insecta"
"Vanessa itea","Insecta"
"Caladenia lyallii","Liliopsida"
"Liopholis whitii","Reptilia"
"Chiloglottis cornuta","Liliopsida"
"Fringilla coelebs","Aves"
"Haematopus finschi","Aves"
"Adenochilus gracilis",NA
"Leptospermum grandifolium","Magnoliopsida"
"Callipepla californica","Aves"
"Oxalis articulata","Magnoliopsida"
"Wahlenbergia violacea","Magnoliopsida"
"Hydriomena deltoidata","Insecta"
"Brachyscome montana","Magnoliopsida"
"Ranunculus acraeus","Magnoliopsida"
"Montia sessiliflora",NA
"Raoulia petriensis","Magnoliopsida"
"Circus approximans","Aves"
"Lamprotornis chalybaeus","Aves"
"Pheidole crassinoda",NA
"Acontia trimaculata","Insecta"
"Campethera bennettii","Aves"
"Thyene inflata","Arachnida"
"Rhinacanthus xerophilus",NA
"Heegeria tangirica","Insecta"
"Adenium multiflorum","Magnoliopsida"
"Cletomorpha nyasana",NA
"Maratus pavonis","Arachnida"
"Richea scoparia","Magnoliopsida"
