"year","user_login","n_days","n_spp","n_obs"
"2018","curiosvitae",36,86,97
"2018","curiotp",1,0,1
"2018","curious-ir",30,134,140
"2018","curious03",5,6,7
"2018","curious2000",1,1,1
"2018","curious25",3,3,3
"2018","curious2me",1,1,1
"2018","curious_5",2,2,2
"2018","curious_boy",1,1,1
"2018","curious_chase",23,41,42
"2018","curious_pete",7,12,13
"2018","curiousaboutnature",4,4,4
"2018","curiousaboutplants",1,2,2
"2018","curiousann",184,304,452
"2018","curiousbynature",14,22,27
"2018","curiouschemist",1,1,1
"2018","curiouschris",5,7,7
"2018","curiousdavid",2,2,3
"2018","curiousdj",1,0,1
"2018","curiousdodd",1,1,1
"2018","curiousdogwalker",30,63,64
"2018","curiousdory",3,3,3
"2018","curiouser",24,31,32
"2018","curiouser1",1,0,1
"2018","curiousfamily",8,9,9
"2018","curiousfisherman",2,2,2
"2018","curiousflamingo",3,3,3
"2018","curiousgeorge61",56,151,203
"2018","curiousipede",1,1,1
"2018","curiousitycat",20,30,32
"2018","curiousitycity",2,1,2
"2018","curiousjbird",3,3,3
"2018","curiousjorge",1,1,2
"2018","curiouskate",1,1,1
"2018","curiouskitten",2,2,2
"2018","curiouslyg4",1,1,1
"2018","curiousmama",2,2,2
"2018","curiousmary",3,4,6
"2018","curiousme",9,9,9
"2018","curiousnanc",1,1,1
"2018","curiousnomad",2,1,2
"2018","curiousobserver",6,10,11
"2018","curiouspeople",4,8,8
"2018","curiouspnw",1,1,1
"2018","curiousraven",1,1,1
"2018","curiousrecluse",4,4,4
"2018","curiousscott",1,1,1
"2018","curiousskink",1,1,1
"2018","curiousstotle",66,115,142
"2018","curioustj",10,10,10
"2018","curioustoknow",2,2,2
"2018","curioususer",1,1,1
"2018","curiousyeti",1,1,1
"2018","curlee",1,1,1
"2018","curlewsailor",36,91,103
"2018","curliefries",1,1,1
"2018","curlingmomma",1,7,8
"2018","curls1",2,3,3
"2018","curlycaro",2,3,3
"2018","curlycatz",2,2,2
"2018","curlyem",1,1,1
"2018","curlygurly",55,80,91
"2018","curlyhead_kasey",1,0,1
"2018","curlyjo",1,1,1
"2018","curlykidwalter",1,1,1
"2018","curlylocks6339",2,2,2
"2018","curlymarie",2,2,2
"2018","curlynaturewomen",4,11,11
"2018","curlys",5,8,8
"2018","curmudg",3,5,14
"2018","curran",19,29,47
"2018","currandwyer",3,8,8
"2018","curranlynn",3,3,3
"2018","curranneely",1,1,1
"2018","currantwin",1,0,1
"2018","currenfrasch",4,43,76
"2018","current083",21,60,74
"2018","curreyplants",8,24,25
"2018","curriesshan",1,1,1
"2018","curriinahurry",1,0,1
"2018","curry3467",3,7,7
"2018","curryrosato",1,3,3
"2018","curryspace",1,1,1
"2018","currystem",1,2,3
"2018","curse",1,1,1
"2018","cursncobs",1,1,1
"2018","cursorialbirder",1,1,1
"2018","curt15",52,145,165
"2018","curt35",1,1,1
"2018","curt6802",7,9,9
"2018","curt8",1,0,1
"2018","curt9",5,7,7
"2018","curtainfrost",1,1,1
"2018","curtbelke",1,1,1
"2018","curtbianchi",5,9,11
"2018","curtbrents",1,2,3
"2018","curtcooper1",1,1,1
"2018","curtelabrisa",1,2,2
"2018","curtgough",1,1,1
"2018","curtijos",7,22,22
"2018","curtin_will",1,1,1
"2018","curtis123",3,6,6
"2018","curtis13g",1,1,1
"2018","curtis18",1,0,3
"2018","curtis2",2,2,2
"2018","curtis27",1,1,1
"2018","curtis28",1,0,1
"2018","curtis29",1,1,1
"2018","curtis36",2,2,3
"2018","curtis39",5,5,5
"2018","curtis7954",68,48,783
"2018","curtis94",4,4,4
"2018","curtis_cheney",4,4,4
"2018","curtis_dunse22",1,1,1
"2018","curtis_ganung",2,20,25
"2018","curtis_wentz",7,25,28
"2018","curtisbutler",3,6,6
"2018","curtiscox",1,1,1
"2018","curtisdt",2,7,7
"2018","curtiseaton",2,3,3
"2018","curtiseleanor",2,7,10
"2018","curtisendicott",13,19,19
"2018","curtisforbes_arc",1,5,5
"2018","curtishvose",5,4,5
"2018","curtisi2014",3,34,56
"2018","curtisjohnston",1,1,1
"2018","curtisl",8,14,16
"2018","curtislynch",23,43,45
"2018","curtisn",1,1,1
"2018","curtisnash",1,1,1
"2018","curtisolson",3,9,12
"2018","curtisransom",1,19,55
"2018","curtmccamy",21,39,40
"2018","curtwiemann",1,1,1
"2018","curuchima",3,5,6
"2018","curufeanor",1,1,1
"2018","curxiao",3,3,3
"2018","cusanus",1,1,1
"2018","cush5napls",1,7,7
"2018","cushgillen",2,3,9
"2018","cushingnj",1,1,1
"2018","cuspidata",7,11,11
"2018","cuspofmagick",3,7,7
"2018","cussen",5,5,5
"2018","cusseta63",1,1,1
"2018","custerba",1,1,1
"2018","custodio2",1,0,1
"2018","customfit",1,0,1
"2018","customjack",1,1,1
"2018","cute_camila2006",1,1,8
"2018","cuteanan",6,83,125
"2018","cuteassvicky",2,9,9
"2018","cutebelinda",1,0,1
"2018","cutechica1983",4,5,7
"2018","cuteladybugs",6,6,7
"2018","cutelatingrl1",2,3,4
"2018","cutemuddypig",1,13,13
"2018","cutestshark",1,1,1
"2018","cutethings",4,4,5
"2018","cuteuke",1,1,1
"2018","cutewolverine",3,4,4
"2018","cuthb001",5,6,7
"2018","cuthbert",1,1,1
"2018","cutiepants186",5,9,10
"2018","cutrcupcake_343",1,1,1
"2018","cutthekiwi",5,14,15
"2018","cuttingolson",15,21,22
"2018","cuttlefish",7,14,14
"2018","cuttlegirl",3,2,4
"2018","cuttothequick",5,7,7
"2018","cutty",1,1,1
"2018","cutty22",1,1,1
"2018","cuttyrahb",1,1,1
"2018","cuttyrainbrowns86",2,3,3
"2018","cuttysvelt",1,1,1
"2018","cuuact_agung_anom",1,0,1
"2018","cuuact_eva_sedana",1,1,1
"2018","cuyahoga",1,1,1
"2018","cuyahogah2o",16,34,34
"2018","cuyai",15,71,114
"2018","cuyamacaoutdoorschool",23,53,351
"2018","cuyers",1,1,1
"2018","cuyigi",16,17,19
"2018","cuyis",1,1,1
"2018","cuyler",6,7,7
"2018","cuyttendaele",11,42,44
"2018","cuzcuz24",4,4,4
"2018","cv1",2,4,4
"2018","cv17",1,1,1
"2018","cv19",3,2,3
"2018","cv325",5,13,13
"2018","cv7vc",2,1,2
"2018","cva77c",1,1,1
"2018","cvahl",1,1,1
"2018","cvaldes",3,3,3
"2018","cvaldez1994",1,4,4
"2018","cvalencia",3,17,21
"2018","cvalentine",1,1,1
"2018","cvallaeys",2,3,3
"2018","cvallejos",1,3,3
"2018","cvanbruggen",1,1,1
"2018","cvanburen",2,0,2
"2018","cvanden",5,6,9
"2018","cvanderhoff",1,1,1
"2018","cvanderson",24,67,86
"2018","cvann",1,1,1
"2018","cvanpetten",2,5,5
"2018","cvansamb",4,6,68
"2018","cvantass",8,16,16
"2018","cvanto",2,2,2
"2018","cvaralyai",1,1,1
"2018","cvargas",3,2,4
"2018","cvarnado",1,22,27
"2018","cvarni",1,1,1
"2018","cvaughn",1,0,1
"2018","cvaughn77",1,4,4
"2018","cvb",1,1,1
"2018","cvc-18b0710236v0157",1,1,1
"2018","cvdlinde",1,1,1
"2018","cvdweele",1,4,4
"2018","cveator",4,4,4
"2018","cvelado",2,2,2
"2018","cvelez",1,2,2
"2018","cverdul",5,5,5
"2018","cverrall",7,11,11
"2018","cvestal",1,1,1
"2018","cvetrovsky",5,4,5
"2018","cvf",1,1,1
"2018","cviehweg",9,108,121
"2018","cvifquain",1,1,1
"2018","cvijanovick280",3,4,5
"2018","cvil",3,9,10
"2018","cvillalobos",17,31,34
"2018","cvillebirder",3,53,74
"2018","cviotte",1,1,1
"2018","cvirgen",23,35,40
"2018","cvispo",1,1,1
"2018","cvittore",42,233,252
"2018","cvivian99",1,5,5
"2018","cvizzfish",3,3,3
"2018","cvkinnier",1,1,1
"2018","cvlancas",1,3,3
"2018","cvlcite",1,2,3
"2018","cvnp_eec",6,72,204
"2018","cvnp_wildlife",2,2,2
"2018","cvog",2,2,2
"2018","cvolk",2,2,3
"2018","cvonbehren",2,1,2
"2018","cvondergroeben",11,38,102
"2018","cvpickles",1,2,2
"2018","cvr",1,1,1
"2018","cvr21",1,1,2
"2018","cvran",1,1,2
"2018","cvrohe93",2,3,4
"2018","cvs",1,2,3
"2018","cvs1",8,9,9
"2018","cvsangermano",54,137,156
"2018","cvsavoie",1,1,1
"2018","cvssvs",8,15,18
"2018","cvt27",1,1,1
"2018","cvusd",1,1,1
"2018","cvv43",14,21,23
"2018","cvwomn",2,3,3
"2018","cw1018",1,1,1
"2018","cw2",1,1,1
"2018","cwac01",2,1,2
"2018","cwade",1,2,2
"2018","cwagnr",3,21,23
"2018","cwahl0923",1,0,1
"2018","cwahlert",2,15,17
"2018","cwais",1,1,1
"2018","cwakeley",1,1,1
"2018","cwalker15",10,16,17
"2018","cwalker88",2,2,2
"2018","cwallen",1,1,1
"2018","cwallwork",1,1,1
"2018","cwalsh13",6,10,10
"2018","cwalt",3,3,3
"2018","cwalt3",2,2,2
"2018","cwaltham",52,107,118
"2018","cwalton",6,7,7
"2018","cwami3",1,1,1
"2018","cwanda",9,10,10
"2018","cwaner",8,8,8
"2018","cward51",1,1,1
"2018","cwarneke",75,313,356
"2018","cwarren",2,2,2
"2018","cwarren5854",1,5,8
"2018","cwashburn",6,19,20
"2018","cwaterworth",1,1,1
"2018","cwathen",1,1,1
"2018","cwatson",4,9,11
"2018","cwatton",1,1,1
"2018","cwaugh",3,9,10
"2018","cwaxwing",26,32,33
"2018","cwaynesmith",10,11,11
"2018","cwb2018",1,1,1
"2018","cwbarrows",128,933,4480
"2018","cwbeiter",9,18,19
"2018","cwbell",2,2,2
"2018","cwbrown",6,6,6
"2018","cwc55",3,2,3
"2018","cwc8876",1,5,5
"2018","cwcccwcc",5,10,12
"2018","cwcnaturalist",1,1,2
"2018","cwcoggins",1,1,1
"2018","cwcolli",1,5,11
"2018","cwcookdcnr",1,1,1
"2018","cwcwcw",1,1,1
"2018","cwd912nb",200,796,2181
"2018","cwdave",1,1,1
"2018","cwdesign",18,29,32
"2018","cwe502",7,9,13
"2018","cwearth",2,2,2
"2018","cweb",5,5,5
"2018","cwebb",5,5,5
"2018","cwebb15",1,2,2
"2018","cwebbstem311",9,176,747
"2018","cwebeling",3,34,44
"2018","cweber1",1,1,1
"2018","cweberhardt",1,2,2
"2018","cwedeles",1,1,1
"2018","cweems",4,4,4
"2018","cweese",7,7,7
"2018","cwefan",1,3,3
"2018","cwegrow",1,0,1
"2018","cwehner05",2,3,4
"2018","cwehr",1,2,2
"2018","cweiner2018",1,6,8
"2018","cwelch3",1,2,2
"2018","cweller",5,22,23
"2018","cwendlick",1,1,1
"2018","cwernig",4,6,8
"2018","cwessel",44,39,101
"2018","cwest",3,3,4
"2018","cwest84",1,0,1
"2018","cwestendorf",1,1,1
"2018","cwevans",12,78,89
"2018","cwf011",3,14,25
"2018","cwfancher",7,16,17
"2018","cwh",3,7,7
"2018","cwheel",4,2,5
"2018","cwhenceiii",6,13,15
"2018","cwhitcomb",2,5,9
"2018","cwhite500",1,1,1
"2018","cwhite79",1,2,2
"2018","cwhitefield",3,3,3
"2018","cwhiting",41,186,210
"2018","cwhung",4,107,333
"2018","cwhunt",29,90,134
"2018","cwiedeman",5,27,27
"2018","cwigand",7,33,33
"2018","cwiklund1221",1,1,1
"2018","cwil127",1,3,3
"2018","cwilhelmi",1,0,1
"2018","cwilkerson",1,1,1
"2018","cwilkinson",3,2,4
"2018","cwill365",2,2,2
"2018","cwilliams14",2,45,53
"2018","cwilliams65",1,1,1
"2018","cwilm",3,5,5
"2018","cwilpolt",2,2,2
"2018","cwilsdon",1,1,1
"2018","cwilson609",5,3,5
"2018","cwilson8122",1,1,1
"2018","cwilsonbarrett",5,5,5
"2018","cwiltsek3",1,1,1
"2018","cwim",1,1,1
"2018","cwimonarch",2,3,5
"2018","cwin",3,12,13
"2018","cwinson1",13,43,47
"2018","cwinter",1,1,1
"2018","cwiseman",6,6,6
"2018","cwiseman17",1,2,2
"2018","cwisniow",20,81,107
"2018","cwithers13",1,1,1
"2018","cwiz71",1,0,1
"2018","cwk",1,2,2
"2018","cwkenney",37,78,78
"2018","cwklein",1,1,1
"2018","cwkops",5,4,8
"2018","cwkost",1,1,1
"2018","cwl",1,1,2
"2018","cwlemieux",1,1,1
"2018","cwlu",2,2,2
"2018","cwlutz",13,15,15
"2018","cwm",2,2,2
"2018","cwm1492",1,1,1
"2018","cwmaack",1,1,6
"2018","cwmille7",1,1,2
"2018","cwmillerick",1,1,1
"2018","cwmoore",1,1,1
"2018","cwoelfl",2,2,2
"2018","cwong99",7,20,20
"2018","cwongmantsun",1,5,10
"2018","cwood",5,6,6
"2018","cwood1967",11,13,14
"2018","cwoods17",3,3,3
"2018","cwoodson",11,47,48
"2018","cwoolwine",1,2,2
"2018","cworden",1,3,12
"2018","cwordlaw",2,2,2
"2018","cwortham_dc-13",1,1,1
"2018","cwp760",11,46,50
"2018","cwpaine",92,247,495
"2018","cwpborys",6,5,8
"2018","cwppjulie",50,133,163
"2018","cwr0401",1,1,1
"2018","cwright022673",1,1,1
"2018","cwrobleski",1,0,1
"2018","cws_cine",3,5,5
"2018","cwskipper",1,1,2
"2018","cwsmith",16,22,22
"2018","cwstabile",1,0,1
"2018","cwwood",78,502,1133
"2018","cwyckoff",3,5,5
"2018","cx2",5,5,5
"2018","cx8",4,10,10
"2018","cxaire",3,3,3
"2018","cxd253",1,0,2
"2018","cxptuno",1,1,1
"2018","cxs053",24,34,37
"2018","cxsarceno",1,1,1
"2018","cy1",1,1,9
"2018","cy3",1,1,1
"2018","cya_outside",21,82,98
"2018","cyacyamaru",5,6,7
"2018","cyaeger",2,13,13
"2018","cyaker",4,4,4
"2018","cyan_scholtz",1,5,5
"2018","cyanez",5,55,59
"2018","cyanidecandy",7,7,7
"2018","cyanis",14,38,45
"2018","cyanneyoung",6,10,10
"2018","cyanocitta",8,28,31
"2018","cyanrodriguez",1,12,15
"2018","cyantropod",2,2,2
"2018","cyao",3,3,3
"2018","cyarger",4,20,20
"2018","cyawarac",2,6,7
"2018","cybah",2,2,2
"2018","cybelle",1,1,1
"2018","cyberbear",2,10,12
"2018","cyberchuck",1,1,1
"2018","cybercyclone",2,2,3
"2018","cyberdot",2,22,23
"2018","cyberflora",9,11,12
"2018","cybergalx",16,40,42
"2018","cyberhobo",45,153,202
"2018","cyberjn",1,1,1
"2018","cyberkittyn",14,79,103
"2018","cyberlima",10,20,20
"2018","cyberman",1,2,2
"2018","cyberoo",2,1,2
"2018","cybersheep27",1,2,2
"2018","cybersix",2,2,2
"2018","cyberskip",1,1,2
"2018","cybervet",1,1,1
"2018","cyble",1,1,1
"2018","cybrhawg",1,1,1
"2018","cybycy",1,1,1
"2018","cycad1",1,20,26
"2018","cycadchris",2,4,4
"2018","cycheng",1,1,1
"2018","cyclebri",1,7,7
"2018","cycleoflife2008",2,2,3
"2018","cyclingbeard",1,1,1
"2018","cyclonefish",1,5,5
"2018","cyclopse",60,93,96
"2018","cyclopteridae",1,2,2
"2018","cyco",1,1,1
"2018","cyconaught562",3,11,11
"2018","cycries",1,2,2
"2018","cydadams",1,1,1
"2018","cyderella8",2,18,20
"2018","cydnekit",13,72,100
"2018","cydneylipsky",1,1,1
"2018","cydno",33,177,238
"2018","cydodge",1,1,1
"2018","cydou",1,1,1
"2018","cydvicious",30,72,75
"2018","cyeager",2,7,8
"2018","cyesther",2,8,9
"2018","cygn",8,45,60
"2018","cygnet",2,2,2
"2018","cygnetsway",4,6,7
"2018","cygnoir",3,3,3
"2018","cygnus555",6,7,7
"2018","cygnusa",27,70,88
"2018","cygnusbewickii",3,6,6
"2018","cyh",2,2,2
"2018","cyhold",3,3,3
"2018","cyjones",1,1,1
"2018","cykuan",1,2,3
"2018","cyl",1,0,1
"2018","cylai",2,15,27
"2018","cylee",1,35,46
"2018","cyleo2",2,2,2
"2018","cyleu",1,1,1
"2018","cylobato",4,16,20
"2018","cylombardi",2,6,7
"2018","cym",1,1,1
"2018","cym005",4,11,23
"2018","cymbalist",2,0,2
"2018","cymrics",4,11,12
"2018","cyn03",3,7,8
"2018","cyn5",1,1,1
"2018","cyn6",4,3,5
"2018","cyn_d_rella",4,5,5
"2018","cynara2",5,6,6
"2018","cyncar",1,1,1
"2018","cyncross2",9,27,33
"2018","cyncynm",5,5,5
"2018","cynda",3,4,4
"2018","cyndael",1,1,2
"2018","cyndebarnesr",1,4,4
"2018","cyndee3",1,1,1
"2018","cyndeec",1,1,1
"2018","cyndera",4,9,9
"2018","cyndesign",1,1,1
"2018","cyndi10",1,0,1
"2018","cyndi12",1,1,2
"2018","cyndi14",1,1,1
"2018","cyndi2018",3,1,3
"2018","cyndiakinmiller",1,1,1
"2018","cyndib",1,1,1
"2018","cyndidv",1,1,1
"2018","cyndie42",50,194,261
"2018","cyndiechols",1,1,1
"2018","cyndih_la",6,6,7
"2018","cyndilu",1,18,18
"2018","cyndimcalpine",1,0,1
"2018","cyndimills",12,21,21
"2018","cyndineedels",1,1,2
"2018","cyndiplumley",1,1,1
"2018","cyndismith",1,1,1
"2018","cyndisockman",1,1,1
"2018","cyndra",7,9,9
"2018","cyndy4",1,3,3
"2018","cyndyash",6,8,9
"2018","cyndydaniels",1,1,1
"2018","cyndykoch",6,4,6
"2018","cyndyshafer",1,36,36
"2018","cyndzen",7,56,117
"2018","cynelin",3,2,3
"2018","cynephron",5,4,5
"2018","cynic",1,1,1
"2018","cynkova",1,2,2
"2018","cynmge",1,3,3
"2018","cynmorri",1,2,3
"2018","cynn",1,4,4
"2018","cynoscion",12,31,31
"2018","cynosure",1,1,1
"2018","cynpliego",4,3,4
"2018","cynrez",1,20,25
"2018","cynshell",5,4,8
"2018","cynt44",2,0,2
"2018","cyntax",1,1,1
"2018","cynthabbott",5,14,14
"2018","cynthaea",2,1,3
"2018","cynthcolbourne",1,1,1
"2018","cyntheaviatrix",2,1,2
"2018","cynthhope",6,6,6
"2018","cynthia04",9,16,16
"2018","cynthia100",1,1,1
"2018","cynthia101",1,1,1
"2018","cynthia103",1,1,1
"2018","cynthia107",1,1,1
"2018","cynthia108",2,1,2
"2018","cynthia110",1,0,2
"2018","cynthia112",1,1,1
"2018","cynthia117",2,1,2
"2018","cynthia118",1,1,1
"2018","cynthia120",1,7,7
"2018","cynthia122",1,2,2
"2018","cynthia124",2,4,4
"2018","cynthia130",1,1,1
"2018","cynthia131",2,8,9
"2018","cynthia132",2,4,4
"2018","cynthia133",3,6,8
"2018","cynthia134",1,0,1
"2018","cynthia135",1,0,1
"2018","cynthia139",1,0,1
"2018","cynthia143",1,1,1
"2018","cynthia181217",10,15,18
"2018","cynthia19",1,1,1
"2018","cynthia193",1,1,1
"2018","cynthia1995",11,7,29
"2018","cynthia210",4,6,6
"2018","cynthia22",4,4,4
"2018","cynthia23",2,2,2
"2018","cynthia41",1,1,1
"2018","cynthia49",2,1,3
"2018","cynthia6",1,0,1
"2018","cynthia62",3,3,3
"2018","cynthia63",1,1,1
"2018","cynthia64",5,4,5
"2018","cynthia68",3,3,3
"2018","cynthia70",1,1,1
"2018","cynthia71",1,0,1
"2018","cynthia76",1,8,11
"2018","cynthia77",1,1,1
"2018","cynthia82",1,2,2
"2018","cynthia83",4,8,9
"2018","cynthia86",1,1,1
"2018","cynthia88",2,0,2
"2018","cynthia89",2,9,10
"2018","cynthia91",1,1,2
"2018","cynthia92",1,1,1
"2018","cynthia95",1,1,2
"2018","cynthia96",1,0,1
"2018","cynthia97",4,4,4
"2018","cynthia98",1,1,1
"2018","cynthia99",1,1,1
"2018","cynthia_a27",4,29,31
"2018","cynthia_d_a_g",8,9,11
"2018","cynthia_jauregui",3,3,3
"2018","cynthia_r",28,79,98
"2018","cynthia_sanchez",3,3,3
"2018","cynthia_t",3,8,10
"2018","cynthia_uf",13,40,41
"2018","cynthiaalencar",1,1,1
"2018","cynthiaandersen",3,2,4
"2018","cynthiabarchers",3,4,4
"2018","cynthiabeck",3,5,5
"2018","cynthiablott",4,4,4
"2018","cynthiac",62,137,152
"2018","cynthiacabrero",7,13,13
"2018","cynthiacamargo",1,1,1
"2018","cynthiacan",1,1,1
"2018","cynthiacastellano",1,1,1
"2018","cynthiacastro",2,4,4
"2018","cynthiaclaire",4,4,4
"2018","cynthiacorinion",52,97,135
"2018","cynthiacrawford",11,10,16
"2018","cynthiadyan",35,44,54
"2018","cynthiaehlinger",1,1,1
"2018","cynthiaeliz",1,0,1
"2018","cynthiaestrada",5,4,5
"2018","cynthiafranklin",4,21,22
"2018","cynthiagardner",2,4,4
"2018","cynthiagholson",2,3,3
"2018","cynthiagoldmay",3,2,4
"2018","cynthiagonzalez",1,10,10
"2018","cynthiagonzalez1",1,1,1
"2018","cynthiagould",1,1,1
"2018","cynthiahart144",1,1,1
"2018","cynthiahuerta",5,40,49
"2018","cynthiahurst",1,2,2
"2018","cynthiahuynh",8,48,67
"2018","cynthiajoven",1,2,2
"2018","cynthiak",1,0,1
"2018","cynthiakelley",1,1,1
"2018","cynthiakim",1,3,4
"2018","cynthial09",1,20,20
"2018","cynthialockerby",2,1,2
"2018","cynthialop99",1,0,2
"2018","cynthiamachado",1,1,1
"2018","cynthiamackie",1,4,4
"2018","cynthiamckenna",2,1,2
"2018","cynthiamcohen",1,1,1
"2018","cynthiamelo",3,4,5
"2018","cynthiameyerbrownjhs",1,1,1
"2018","cynthiaokoulatsongobio150",1,1,1
"2018","cynthiaportillo",11,15,17
"2018","cynthiapow",4,4,5
"2018","cynthiaradcliff",1,1,1
"2018","cynthiarcastro",10,43,51
"2018","cynthiaromero",1,1,1
"2018","cynthiaruelas",4,28,28
"2018","cynthiasalgado",2,4,11
"2018","cynthiasanchez",7,8,8
"2018","cynthiashyu",5,6,7
"2018","cynthiasu",44,258,369
"2018","cynthiat",1,1,1
"2018","cynthiatcw216",1,0,5
"2018","cynthiatrevarthen",5,5,6
"2018","cynthiauber",2,4,4
"2018","cynthiavegagalindo",1,1,1
"2018","cynthiawagner",2,2,2
"2018","cynthiawbutt",3,3,3
"2018","cynthiawoodard",2,2,2
"2018","cynthiaworthington",2,2,2
"2018","cynthiaxxx",1,1,1
"2018","cynthiayau",7,110,128
"2018","cynthiayunke",1,1,1
"2018","cynthiekulstad",10,8,61
"2018","cynthrohr",2,6,6
"2018","cyntia",2,3,3
"2018","cyntiacalderon",2,8,9
"2018","cyntiasihombing",2,1,2
"2018","cynus",1,0,1
"2018","cynwren",1,1,1
"2018","cyonto01",1,1,1
"2018","cyoung19",6,19,21
"2018","cyoung6951",3,9,9
"2018","cyoungblood",1,1,1
"2018","cyoungs",1,1,1
"2018","cypa",9,19,19
"2018","cyphere19",9,12,18
"2018","cypherj",16,25,25
"2018","cypke",29,49,55
"2018","cyplik",1,1,1
"2018","cypraea",1,1,1
"2018","cypress",1,3,3
"2018","cypressbee",6,11,11
"2018","cypressbess",21,55,58
"2018","cypresscove",1,0,1
"2018","cypresshmac",15,115,152
"2018","cypressinterpreters",2,5,5
"2018","cypresstreeman",1,2,2
"2018","cyprian",1,48,78
"2018","cyprushobbit",10,12,12
"2018","cypseloides",207,1220,1684
"2018","cypselurus",175,736,815
"2018","cyr86",1,0,1
"2018","cyra",3,4,4
"2018","cyrahki",1,1,1
"2018","cyrenae",1,0,1
"2018","cyrg7",1,1,1
"2018","cyriaclal",1,1,2
"2018","cyric",55,116,124
"2018","cyriel",5,4,5
"2018","cyrielle",1,1,1
"2018","cyriellethill",12,18,21
"2018","cyril06",3,4,4
"2018","cyril10",13,38,41
"2018","cyril11",2,2,2
"2018","cyril13",2,3,3
"2018","cyril16",1,0,1
"2018","cyril17",1,1,1
"2018","cyril19",2,2,2
"2018","cyril20",1,1,1
"2018","cyril22",2,1,2
"2018","cyril3382",1,1,1
"2018","cyril75",1,1,1
"2018","cyril8",1,0,1
"2018","cyrilandrews",3,20,20
"2018","cyrilbota",5,6,7
"2018","cyrildudu",1,4,6
"2018","cyrilla",1,1,1
"2018","cyrille3",1,0,1
"2018","cyrille4",3,3,3
"2018","cyrille5",2,2,2
"2018","cyrille66",4,16,27
"2018","cyrillehissler",1,0,1
"2018","cyrillelegrand",1,1,1
"2018","cyrillestradiot",1,1,1
"2018","cyrillivernois",1,1,1
"2018","cyrilmoos",8,10,11
"2018","cyrilo",4,4,4
"2018","cyrilorna",1,1,1
"2018","cyrilpetitot",1,0,3
"2018","cyrilvives",4,4,4
"2018","cyrnos47",4,12,15
"2018","cyrreal",1,1,1
"2018","cyrus1400",1,3,4
"2018","cyrus_cwh1101",1,1,1
"2018","cyrusb",2,5,5
"2018","cyruschan",1,1,7
"2018","cyruschng",1,1,1
"2018","cyrusdeeds",1,2,4
"2018","cyrushajian",1,1,1
"2018","cyrusjw",2,2,2
"2018","cyruskarlsonchan",4,25,37
"2018","cyruslaw23",1,4,4
"2018","cyrusm",11,18,22
"2018","cyrusshaikh",1,4,4
"2018","cyrusv",16,34,35
"2018","cyruswan",1,3,4
"2018","cysan",2,3,3
"2018","cyscoplane",1,0,1
"2018","cysiphist",2,2,2
"2018","cysk999",1,1,1
"2018","cysko1",1,1,1
"2018","cyslava",4,13,14
"2018","cyt1508",3,3,4
"2018","cytnhia",2,2,2
"2018","cytokinologist",1,0,1
"2018","cytoplasm",1,1,1
"2018","cytoproct",11,32,33
"2018","cytvic",1,0,1
"2018","cyu18",1,3,3
"2018","cyuankai1996",1,4,4
"2018","cyuile",1,3,6
"2018","cyun196",3,2,4
"2018","cyurko",1,5,19
"2018","cywydd",3,3,4
"2018","cyybaozi",1,0,1
"2018","cyzala",1,3,3
"2018","cyzyuchang",8,11,11
"2018","cz115815",2,2,2
"2018","czach",146,407,477
"2018","czach91",1,1,1
"2018","czaldygarrote",28,46,48
"2018","czancanella",8,9,9
"2018","czar3",3,2,3
"2018","czarbon",2,2,2
"2018","czardastx",1,1,1
"2018","czarinac",5,9,9
"2018","czarinagarcia",3,19,25
"2018","czayachkowski",17,28,29
"2018","czbaker",2,3,3
"2018","czbgbuzztroop",32,149,1081
"2018","czechamy",3,2,3
"2018","czechcat",1,1,1
"2018","czechm8",6,7,8
"2018","czechmate",5,5,5
"2018","czen",5,6,6
"2018","czepeda",43,58,71
"2018","czg_moses",1,1,1
"2018","czheng",2,14,18
"2018","cziegler",20,80,90
"2018","czimm",3,4,4
"2018","czktex",105,178,345
"2018","czkurs",2,2,2
"2018","cznhld",1,1,1
"2018","cznidarsic",4,24,24
"2018","czobek",10,12,12
"2018","czolth",2,2,2
"2018","czona",2,3,3
"2018","czs5848",1,5,5
"2018","czuazo",28,41,44
"2018","czubakate",2,2,2
"2018","czvm",4,4,4
"2018","czypsu",1,1,1
"2018","czz",1,0,1
"2018","czz792",21,34,49
"2018","czzc",27,34,41
"2018","d-a-n-i-e-l",1,1,1
"2018","d-cntrbry",3,2,5
"2018","d-finch",13,10,14
"2018","d-la",3,2,3
"2018","d-leo",1,1,1
"2018","d-pas",2,2,2
"2018","d-ray",2,3,3
"2018","d-reporter",4,5,5
"2018","d-rex1",3,3,3
"2018","d-sheridan",3,4,4
"2018","d-t-",2,2,2
"2018","d007",23,78,150
"2018","d00dles",2,2,2
"2018","d00p",4,5,5
"2018","d02chantohang",1,27,33
"2018","d0803360",1,1,1
"2018","d08bc",1,10,10
"2018","d0m1k1n5",6,7,7
"2018","d0ttyash",1,1,1
"2018","d1013768",1,1,1
"2018","d10410352",1,14,19
"2018","d1111t",1,0,1
"2018","d1117345",16,53,60
"2018","d121594",3,8,10
"2018","d12kwokchingyin",1,8,26
"2018","d1310",1,1,1
"2018","d13lamcheunglam",1,16,47
"2018","d14hohosing",1,9,15
"2018","d14kwokmartinyingkit",1,27,32
"2018","d15",1,0,1
