"cell","year","jd_wk","obs_days"
471.1,2019,21,11
471.1,2019,28,3
471.1,2019,35,1
471.1,2019,42,2
471.1,2019,49,3
471.1,2019,56,3
471.1,2019,63,1
471.1,2019,70,1
471.1,2019,77,6
471.1,2019,84,5
471.1,2019,91,8
471.1,2019,98,11
471.1,2019,105,6
471.1,2019,112,36
471.1,2019,119,19
471.1,2019,126,14
471.1,2019,133,7
471.1,2019,140,13
471.1,2019,147,16
471.1,2019,154,9
471.1,2019,161,15
471.1,2019,168,14
471.1,2019,175,11
471.1,2019,182,20
471.1,2019,189,18
471.1,2019,196,18
471.1,2019,203,26
471.1,2019,210,24
471.1,2019,217,22
471.1,2019,224,19
471.1,2019,231,24
471.1,2019,238,3
472.1,2017,154,1
472.1,2017,175,1
472.1,2017,182,1
472.1,2017,210,1
472.1,2018,14,1
472.1,2018,119,2
472.1,2018,140,2
472.1,2018,147,1
472.1,2018,168,1
472.1,2018,182,2
472.1,2018,189,2
472.1,2018,210,1
472.1,2018,224,1
472.1,2018,231,1
472.1,2018,238,1
472.1,2018,259,1
472.1,2018,287,2
472.1,2018,301,1
472.1,2019,154,1
472.1,2019,161,1
472.1,2019,168,3
472.1,2019,182,4
472.1,2019,189,3
472.1,2019,196,3
472.1,2019,203,3
472.1,2019,210,2
472.1,2019,217,1
472.1,2019,231,2
473.1,2017,147,1
473.1,2017,161,1
473.1,2017,210,2
473.1,2017,217,1
473.1,2017,224,3
473.1,2017,231,2
473.1,2017,238,2
473.1,2017,245,2
473.1,2017,252,3
473.1,2017,266,1
473.1,2017,322,1
473.1,2017,329,1
473.1,2018,126,1
473.1,2018,140,1
473.1,2018,147,2
473.1,2018,154,2
473.1,2018,161,1
473.1,2018,168,1
473.1,2018,175,3
473.1,2018,182,1
473.1,2018,196,3
473.1,2018,210,1
473.1,2018,217,2
473.1,2018,224,1
473.1,2018,231,4
473.1,2018,259,1
473.1,2018,273,3
473.1,2018,280,3
473.1,2018,301,1
473.1,2018,308,1
473.1,2019,105,1
473.1,2019,119,2
473.1,2019,126,2
473.1,2019,133,1
473.1,2019,147,1
473.1,2019,161,4
473.1,2019,168,1
473.1,2019,175,3
473.1,2019,182,3
473.1,2019,196,3
473.1,2019,203,5
473.1,2019,217,4
473.1,2019,224,2
473.1,2019,231,2
474.1,2017,91,1
474.1,2017,189,1
474.1,2017,203,1
474.1,2017,217,2
474.1,2017,224,2
474.1,2017,231,10
474.1,2017,238,2
474.1,2017,245,1
474.1,2017,252,1
474.1,2017,266,1
474.1,2017,273,2
474.1,2017,280,1
474.1,2017,350,1
474.1,2018,182,1
474.1,2018,189,1
474.1,2018,203,2
474.1,2018,217,3
474.1,2018,224,1
474.1,2018,238,28
474.1,2018,245,2
474.1,2018,252,4
474.1,2018,259,2
474.1,2018,266,4
474.1,2019,105,1
474.1,2019,126,2
474.1,2019,168,1
474.1,2019,175,1
474.1,2019,189,1
474.1,2019,196,1
474.1,2019,203,4
474.1,2019,210,2
474.1,2019,217,5
474.1,2019,224,4
474.1,2019,231,1
475.1,2017,140,1
475.1,2017,147,1
475.1,2017,189,1
475.1,2017,196,1
475.1,2017,203,1
475.1,2017,217,1
475.1,2017,224,1
475.1,2017,231,6
475.1,2017,238,1
475.1,2017,252,1
475.1,2017,259,2
475.1,2017,266,1
475.1,2018,119,1
475.1,2018,147,3
475.1,2018,154,1
475.1,2018,168,2
475.1,2018,189,1
475.1,2018,196,5
475.1,2018,203,1
475.1,2018,210,5
475.1,2018,217,3
475.1,2018,224,4
475.1,2018,231,2
475.1,2018,238,4
475.1,2018,245,3
475.1,2018,252,16
475.1,2018,259,2
475.1,2018,287,1
475.1,2018,301,1
475.1,2019,112,1
475.1,2019,126,1
475.1,2019,140,1
475.1,2019,161,2
475.1,2019,168,3
475.1,2019,182,3
475.1,2019,189,5
475.1,2019,196,4
475.1,2019,203,10
475.1,2019,210,5
475.1,2019,217,8
475.1,2019,224,7
475.1,2019,231,8
476.1,2018,224,1
476.1,2018,231,2
476.1,2019,203,1
476.1,2019,224,1
476.1,2019,231,1
477.1,2017,182,1
477.1,2017,217,1
477.1,2018,133,1
477.1,2018,140,1
477.1,2018,189,2
477.1,2018,196,2
477.1,2018,210,1
477.1,2018,259,1
477.1,2019,147,2
477.1,2019,168,1
477.1,2019,210,1
477.1,2019,224,3
478.1,2017,196,1
478.1,2017,203,1
478.1,2017,259,1
478.1,2018,105,1
478.1,2018,133,3
478.1,2018,147,1
478.1,2018,182,1
478.1,2018,189,1
478.1,2018,196,1
478.1,2018,203,1
478.1,2018,210,1
478.1,2018,217,2
478.1,2018,231,1
478.1,2018,252,1
478.1,2018,259,1
478.1,2019,161,1
478.1,2019,168,1
478.1,2019,175,2
478.1,2019,182,4
478.1,2019,189,1
478.1,2019,196,1
478.1,2019,203,2
478.1,2019,210,7
478.1,2019,224,8
478.1,2019,231,1
479.1,2017,154,1
479.1,2017,189,1
479.1,2017,196,1
479.1,2017,203,1
479.1,2017,210,2
479.1,2017,217,2
479.1,2017,224,2
479.1,2017,231,3
479.1,2017,238,1
479.1,2017,245,1
479.1,2018,140,1
479.1,2018,168,2
479.1,2018,175,3
479.1,2018,182,2
479.1,2018,189,2
479.1,2018,196,2
479.1,2018,203,3
479.1,2018,217,8
479.1,2018,224,3
479.1,2018,231,5
479.1,2018,245,2
479.1,2018,252,3
479.1,2018,266,1
479.1,2018,294,1
479.1,2019,133,1
479.1,2019,140,1
479.1,2019,154,1
479.1,2019,168,1
479.1,2019,175,3
479.1,2019,182,7
479.1,2019,189,10
479.1,2019,196,29
479.1,2019,203,24
479.1,2019,210,18
479.1,2019,217,22
479.1,2019,224,9
479.1,2019,231,7
479.1,2019,238,3
480.1,2018,175,1
480.1,2018,189,1
480.1,2018,210,6
480.1,2018,217,3
480.1,2018,252,1
480.1,2018,294,1
480.1,2019,203,1
480.1,2019,210,2
480.1,2019,217,1
480.1,2019,224,2
483.1,2018,210,1
483.1,2018,224,1
483.1,2018,231,2
483.1,2019,196,1
484.1,2019,182,1
486.1,2017,245,1
487.1,2018,217,3
498.1,2017,0,7
498.1,2017,7,4
498.1,2017,14,4
498.1,2017,21,2
498.1,2017,35,7
498.1,2017,42,3
498.1,2017,49,5
498.1,2017,56,5
498.1,2017,63,6
498.1,2017,70,7
498.1,2017,77,9
498.1,2017,84,12
498.1,2017,91,9
498.1,2017,98,11
498.1,2017,105,19
498.1,2017,112,21
498.1,2017,119,19
498.1,2017,126,20
498.1,2017,133,11
498.1,2017,140,12
498.1,2017,147,11
498.1,2017,154,10
498.1,2017,161,8
498.1,2017,168,10
498.1,2017,175,14
498.1,2017,182,12
498.1,2017,189,15
498.1,2017,196,8
498.1,2017,203,8
498.1,2017,210,24
498.1,2017,217,15
498.1,2017,224,18
498.1,2017,231,19
498.1,2017,238,36
498.1,2017,245,13
498.1,2017,252,23
498.1,2017,259,21
498.1,2017,266,14
498.1,2017,273,17
498.1,2017,280,16
498.1,2017,287,11
498.1,2017,294,29
498.1,2017,301,11
498.1,2017,308,5
498.1,2017,315,7
498.1,2017,322,9
498.1,2017,329,6
498.1,2017,336,3
498.1,2017,343,6
498.1,2017,350,5
498.1,2017,357,9
498.1,2018,0,4
498.1,2018,7,8
498.1,2018,14,4
498.1,2018,21,6
498.1,2018,28,4
498.1,2018,35,6
498.1,2018,42,6
498.1,2018,49,3
498.1,2018,56,4
498.1,2018,63,5
498.1,2018,70,9
498.1,2018,77,7
498.1,2018,84,18
498.1,2018,91,22
498.1,2018,98,29
498.1,2018,105,22
498.1,2018,112,45
498.1,2018,119,31
498.1,2018,126,21
498.1,2018,133,20
498.1,2018,140,21
498.1,2018,147,31
498.1,2018,154,34
498.1,2018,161,23
498.1,2018,168,15
498.1,2018,175,24
498.1,2018,182,20
498.1,2018,189,26
498.1,2018,196,16
498.1,2018,203,15
498.1,2018,210,10
498.1,2018,217,30
498.1,2018,224,23
498.1,2018,231,25
498.1,2018,238,18
498.1,2018,245,29
498.1,2018,252,21
498.1,2018,259,31
498.1,2018,266,26
498.1,2018,273,26
498.1,2018,280,29
498.1,2018,287,30
498.1,2018,294,19
498.1,2018,301,39
498.1,2018,308,13
498.1,2018,315,8
498.1,2018,322,11
498.1,2018,329,13
498.1,2018,336,15
498.1,2018,343,10
498.1,2018,350,13
498.1,2018,357,10
498.1,2018,364,2
498.1,2019,0,3
498.1,2019,7,5
498.1,2019,14,11
498.1,2019,21,10
498.1,2019,28,7
498.1,2019,35,8
498.1,2019,42,2
498.1,2019,49,4
498.1,2019,56,9
498.1,2019,63,9
498.1,2019,70,20
498.1,2019,77,23
498.1,2019,84,19
498.1,2019,91,23
498.1,2019,98,17
498.1,2019,105,26
498.1,2019,112,49
498.1,2019,119,36
498.1,2019,126,20
498.1,2019,133,18
498.1,2019,140,32
498.1,2019,147,39
498.1,2019,154,34
498.1,2019,161,29
498.1,2019,168,18
498.1,2019,175,25
498.1,2019,182,28
498.1,2019,189,20
498.1,2019,196,31
498.1,2019,203,36
498.1,2019,210,33
498.1,2019,217,25
498.1,2019,224,34
498.1,2019,231,38
498.1,2019,238,3
499.1,2017,91,1
499.1,2017,98,2
499.1,2017,147,1
499.1,2017,175,2
499.1,2017,182,3
499.1,2017,196,2
499.1,2017,203,7
499.1,2017,210,6
499.1,2017,217,9
499.1,2017,224,2
499.1,2017,231,2
499.1,2017,238,1
499.1,2017,245,6
499.1,2017,252,1
499.1,2017,259,1
499.1,2017,273,3
499.1,2017,280,9
499.1,2017,287,3
499.1,2017,301,1
499.1,2017,308,1
499.1,2017,364,1
499.1,2018,28,1
499.1,2018,91,1
499.1,2018,98,1
499.1,2018,112,1
499.1,2018,119,1
499.1,2018,126,3
499.1,2018,133,3
499.1,2018,140,5
499.1,2018,147,3
499.1,2018,154,1
499.1,2018,161,5
499.1,2018,168,3
499.1,2018,175,6
499.1,2018,182,9
499.1,2018,189,6
499.1,2018,196,10
499.1,2018,203,24
499.1,2018,210,13
499.1,2018,217,10
499.1,2018,224,49
499.1,2018,231,7
499.1,2018,238,8
499.1,2018,245,9
499.1,2018,252,11
499.1,2018,259,7
499.1,2018,266,11
499.1,2018,273,3
499.1,2018,280,4
499.1,2018,287,3
499.1,2018,294,2
499.1,2018,301,3
499.1,2018,308,1
499.1,2018,315,1
499.1,2018,322,1
499.1,2018,350,1
499.1,2019,112,1
499.1,2019,126,2
499.1,2019,133,1
499.1,2019,147,5
499.1,2019,154,4
499.1,2019,161,7
499.1,2019,168,5
499.1,2019,182,6
499.1,2019,189,21
499.1,2019,196,12
499.1,2019,203,16
499.1,2019,210,12
499.1,2019,217,11
499.1,2019,224,22
499.1,2019,231,8
499.1,2019,238,1
500.1,2017,147,1
500.1,2017,168,1
500.1,2017,182,2
500.1,2017,189,1
500.1,2017,224,1
500.1,2017,252,1
500.1,2018,112,1
500.1,2018,119,1
500.1,2018,126,1
500.1,2018,133,1
500.1,2018,154,2
500.1,2018,161,1
500.1,2018,168,1
500.1,2018,175,1
500.1,2018,182,1
500.1,2018,189,1
500.1,2018,196,1
500.1,2018,203,2
500.1,2018,210,2
500.1,2018,224,1
500.1,2018,231,1
500.1,2018,238,2
500.1,2018,245,1
500.1,2018,252,2
500.1,2018,266,1
500.1,2019,112,2
500.1,2019,119,1
500.1,2019,126,1
500.1,2019,168,4
500.1,2019,175,1
500.1,2019,182,8
500.1,2019,189,1
500.1,2019,196,3
500.1,2019,203,1
500.1,2019,210,4
500.1,2019,224,1
500.1,2019,231,1
501.1,2017,35,1
501.1,2017,70,1
501.1,2017,77,1
501.1,2017,98,1
501.1,2017,119,2
501.1,2017,140,2
501.1,2017,147,4
501.1,2017,154,4
501.1,2017,161,6
501.1,2017,175,1
501.1,2017,182,1
501.1,2017,196,4
501.1,2017,203,1
501.1,2017,210,7
501.1,2017,217,11
501.1,2017,224,4
501.1,2017,231,3
501.1,2017,238,4
501.1,2017,245,3
501.1,2017,252,7
501.1,2017,259,3
501.1,2017,266,7
501.1,2017,273,3
501.1,2017,280,11
501.1,2017,287,4
501.1,2017,294,2
501.1,2017,301,2
501.1,2017,308,1
501.1,2018,98,2
501.1,2018,105,1
501.1,2018,112,2
501.1,2018,119,3
501.1,2018,133,3
501.1,2018,140,3
501.1,2018,147,8
501.1,2018,154,4
501.1,2018,161,2
501.1,2018,168,9
501.1,2018,175,6
501.1,2018,182,7
501.1,2018,189,10
501.1,2018,196,18
501.1,2018,203,13
501.1,2018,210,4
501.1,2018,217,6
501.1,2018,224,10
501.1,2018,231,4
501.1,2018,238,5
501.1,2018,245,7
501.1,2018,252,6
501.1,2018,259,10
501.1,2018,266,13
501.1,2018,273,4
501.1,2018,280,4
501.1,2018,287,5
501.1,2018,294,1
501.1,2018,301,1
501.1,2018,315,1
501.1,2019,112,3
501.1,2019,119,1
501.1,2019,126,1
501.1,2019,154,2
501.1,2019,161,3
501.1,2019,168,3
501.1,2019,175,4
501.1,2019,182,4
501.1,2019,189,2
501.1,2019,196,4
501.1,2019,203,6
501.1,2019,210,12
501.1,2019,217,13
501.1,2019,224,9
501.1,2019,231,10
502.1,2017,182,1
502.1,2017,224,1
502.1,2017,231,5
502.1,2017,238,3
502.1,2017,245,2
502.1,2018,140,1
502.1,2018,147,1
502.1,2018,175,1
502.1,2018,189,1
502.1,2018,196,7
502.1,2018,210,1
502.1,2018,217,3
502.1,2018,224,5
502.1,2018,231,1
502.1,2018,238,1
502.1,2018,252,1
502.1,2018,259,4
502.1,2018,266,1
502.1,2019,168,1
502.1,2019,189,1
502.1,2019,196,3
502.1,2019,203,3
502.1,2019,210,2
502.1,2019,224,5
502.1,2019,231,4
503.1,2017,161,3
503.1,2017,189,1
503.1,2017,245,2
503.1,2017,259,2
503.1,2017,273,1
503.1,2018,133,1
503.1,2018,168,1
503.1,2018,189,1
503.1,2018,203,1
503.1,2018,224,1
503.1,2018,231,1
503.1,2018,238,2
503.1,2019,112,3
503.1,2019,126,1
503.1,2019,175,2
503.1,2019,196,2
503.1,2019,210,2
503.1,2019,217,2
503.1,2019,231,1
504.1,2017,189,1
504.1,2017,203,1
504.1,2017,210,1
504.1,2018,154,1
504.1,2018,182,2
504.1,2018,224,1
504.1,2018,231,1
504.1,2018,238,2
504.1,2018,245,2
504.1,2018,266,1
504.1,2018,273,2
504.1,2019,133,1
504.1,2019,203,2
504.1,2019,217,1
504.1,2019,224,1
504.1,2019,231,3
505.1,2017,161,1
505.1,2018,161,1
505.1,2018,182,2
505.1,2018,210,1
505.1,2018,217,2
505.1,2018,224,1
505.1,2018,231,4
505.1,2018,259,1
505.1,2019,105,3
505.1,2019,133,6
505.1,2019,140,2
505.1,2019,147,4
505.1,2019,154,1
505.1,2019,161,3
505.1,2019,168,1
505.1,2019,175,2
505.1,2019,182,2
505.1,2019,189,4
505.1,2019,196,2
505.1,2019,203,7
505.1,2019,210,7
505.1,2019,217,4
505.1,2019,224,8
505.1,2019,231,7
506.1,2017,98,1
506.1,2017,119,1
506.1,2017,126,3
506.1,2017,133,2
506.1,2017,140,1
506.1,2017,147,3
506.1,2017,154,2
506.1,2017,161,4
506.1,2017,168,3
506.1,2017,182,8
506.1,2017,189,4
506.1,2017,196,6
506.1,2017,203,5
506.1,2017,210,10
506.1,2017,217,14
506.1,2017,224,10
506.1,2017,231,6
506.1,2017,238,7
506.1,2017,245,7
506.1,2017,252,8
506.1,2017,259,7
506.1,2017,266,2
506.1,2017,273,2
506.1,2017,280,4
506.1,2017,294,1
506.1,2017,315,2
506.1,2017,322,1
506.1,2017,336,1
506.1,2018,98,1
506.1,2018,105,1
506.1,2018,112,3
506.1,2018,119,2
506.1,2018,126,2
506.1,2018,133,6
506.1,2018,140,8
506.1,2018,147,11
506.1,2018,154,16
506.1,2018,161,9
506.1,2018,168,5
506.1,2018,175,10
506.1,2018,182,10
506.1,2018,189,11
506.1,2018,196,7
506.1,2018,203,10
506.1,2018,210,9
506.1,2018,217,8
506.1,2018,224,9
506.1,2018,231,5
506.1,2018,238,8
506.1,2018,245,19
506.1,2018,252,5
506.1,2018,259,3
506.1,2018,266,4
506.1,2018,273,1
506.1,2018,280,1
506.1,2018,287,1
506.1,2018,301,1
506.1,2019,0,1
506.1,2019,105,1
506.1,2019,112,4
506.1,2019,119,1
506.1,2019,126,1
506.1,2019,133,2
506.1,2019,140,4
506.1,2019,147,15
506.1,2019,154,15
506.1,2019,161,13
506.1,2019,168,11
506.1,2019,175,21
506.1,2019,182,18
506.1,2019,189,21
506.1,2019,196,19
506.1,2019,203,26
506.1,2019,210,24
506.1,2019,217,27
506.1,2019,224,20
506.1,2019,231,20
506.1,2019,238,1
507.1,2017,91,3
507.1,2017,98,2
507.1,2017,119,1
507.1,2017,126,1
507.1,2017,147,5
507.1,2017,154,3
507.1,2017,161,3
507.1,2017,168,6
507.1,2017,175,4
507.1,2017,182,2
507.1,2017,189,4
507.1,2017,196,7
507.1,2017,203,9
507.1,2017,210,5
507.1,2017,217,7
507.1,2017,224,9
507.1,2017,231,8
507.1,2017,238,1
507.1,2017,245,4
507.1,2017,252,3
507.1,2017,259,4
507.1,2017,266,1
507.1,2017,280,4
507.1,2018,35,1
507.1,2018,112,1
507.1,2018,119,2
507.1,2018,126,5
507.1,2018,133,4
507.1,2018,140,5
507.1,2018,147,6
507.1,2018,154,3
507.1,2018,161,5
507.1,2018,168,17
507.1,2018,175,13
507.1,2018,182,11
507.1,2018,189,5
507.1,2018,196,9
507.1,2018,203,8
507.1,2018,210,14
507.1,2018,217,9
507.1,2018,224,11
507.1,2018,231,5
507.1,2018,238,8
507.1,2018,245,3
507.1,2018,252,3
507.1,2018,259,1
507.1,2018,273,1
507.1,2018,294,1
507.1,2018,301,1
507.1,2019,28,1
507.1,2019,70,1
507.1,2019,77,1
507.1,2019,112,1
507.1,2019,119,2
507.1,2019,126,1
507.1,2019,133,3
507.1,2019,140,4
507.1,2019,147,10
507.1,2019,154,7
507.1,2019,161,14
507.1,2019,168,18
507.1,2019,175,19
507.1,2019,182,30
507.1,2019,189,33
507.1,2019,196,31
507.1,2019,203,24
507.1,2019,210,26
507.1,2019,217,19
507.1,2019,224,15
507.1,2019,231,8
507.1,2019,238,1
508.1,2017,161,4
508.1,2017,182,8
508.1,2017,196,17
508.1,2017,203,1
508.1,2017,210,1
508.1,2017,217,1
508.1,2017,224,1
508.1,2017,238,2
508.1,2017,245,2
508.1,2017,252,2
508.1,2017,259,1
508.1,2017,273,1
508.1,2017,287,1
508.1,2017,322,1
508.1,2018,105,1
508.1,2018,133,3
508.1,2018,140,2
508.1,2018,147,2
508.1,2018,154,2
508.1,2018,161,2
508.1,2018,168,3
508.1,2018,175,2
508.1,2018,182,4
508.1,2018,189,1
508.1,2018,196,7
508.1,2018,203,5
508.1,2018,210,16
508.1,2018,217,5
508.1,2018,224,7
508.1,2018,231,3
508.1,2018,238,3
508.1,2018,245,4
508.1,2018,252,3
508.1,2018,259,4
508.1,2018,266,1
508.1,2018,287,1
508.1,2019,119,2
508.1,2019,126,1
508.1,2019,133,1
508.1,2019,140,3
508.1,2019,147,3
508.1,2019,154,6
508.1,2019,161,3
508.1,2019,168,5
508.1,2019,175,5
508.1,2019,182,6
508.1,2019,189,9
508.1,2019,196,10
508.1,2019,203,11
508.1,2019,210,12
508.1,2019,217,9
508.1,2019,224,9
508.1,2019,231,7
509.1,2018,189,1
509.1,2018,196,2
509.1,2018,203,2
509.1,2018,217,1
509.1,2018,231,1
509.1,2019,182,1
509.1,2019,196,1
509.1,2019,203,2
509.1,2019,224,1
509.1,2019,231,1
510.1,2017,161,1
510.1,2018,182,1
510.1,2018,189,1
510.1,2018,196,1
510.1,2018,203,1
510.1,2018,210,3
510.1,2019,168,1
510.1,2019,210,2
510.1,2019,224,2
512.1,2017,238,1
512.1,2018,182,1
512.1,2018,196,1
512.1,2018,224,1
512.1,2018,252,1
512.1,2019,217,1
512.1,2019,224,1
512.1,2019,231,2
512.1,2019,238,1
513.1,2017,189,1
513.1,2017,259,1
513.1,2018,196,1
513.1,2018,224,1
513.1,2018,231,1
513.1,2018,245,1
513.1,2019,168,2
513.1,2019,189,2
513.1,2019,196,3
513.1,2019,203,9
513.1,2019,210,8
513.1,2019,217,1
513.1,2019,224,2
513.1,2019,231,3
513.1,2019,238,1
514.1,2017,126,2
514.1,2017,133,1
514.1,2017,140,4
514.1,2017,147,2
514.1,2017,161,3
514.1,2017,168,2
514.1,2017,175,3
514.1,2017,182,2
514.1,2017,189,2
514.1,2017,210,3
514.1,2017,217,4
514.1,2017,224,1
514.1,2017,238,1
514.1,2017,252,1
514.1,2017,308,1
514.1,2017,315,1
514.1,2017,322,2
514.1,2017,343,1
514.1,2018,126,1
514.1,2018,140,1
514.1,2018,147,1
514.1,2018,154,1
514.1,2018,161,2
514.1,2018,168,1
514.1,2018,175,3
514.1,2018,182,3
514.1,2018,189,5
514.1,2018,196,1
514.1,2018,210,2
514.1,2018,217,1
514.1,2018,224,1
514.1,2018,231,6
514.1,2018,238,3
514.1,2018,245,5
514.1,2018,252,4
514.1,2018,259,1
514.1,2018,266,1
514.1,2018,273,5
514.1,2018,294,2
514.1,2019,182,1
514.1,2019,189,1
514.1,2019,196,2
514.1,2019,203,3
514.1,2019,210,3
514.1,2019,217,3
514.1,2019,224,5
514.1,2019,231,1
525.1,2017,14,2
525.1,2017,28,1
525.1,2017,35,1
525.1,2017,49,1
525.1,2017,70,1
525.1,2017,98,4
525.1,2017,112,2
525.1,2017,119,4
525.1,2017,126,1
525.1,2017,133,4
525.1,2017,140,6
525.1,2017,147,2
525.1,2017,161,3
525.1,2017,168,2
525.1,2017,175,1
525.1,2017,182,1
525.1,2017,189,1
525.1,2017,196,4
525.1,2017,203,2
525.1,2017,210,1
525.1,2017,217,2
525.1,2017,224,1
525.1,2017,231,1
525.1,2017,238,2
525.1,2017,245,3
525.1,2017,252,4
525.1,2017,259,1
525.1,2017,266,3
525.1,2017,273,2
525.1,2017,287,3
525.1,2017,294,6
525.1,2017,301,2
525.1,2017,322,2
525.1,2017,329,2
525.1,2017,336,1
525.1,2018,7,1
525.1,2018,14,1
525.1,2018,21,2
525.1,2018,35,6
525.1,2018,49,1
525.1,2018,56,1
525.1,2018,70,3
525.1,2018,77,1
525.1,2018,84,1
525.1,2018,91,3
525.1,2018,98,5
525.1,2018,105,3
525.1,2018,112,1
525.1,2018,119,4
525.1,2018,126,1
525.1,2018,133,3
525.1,2018,140,2
525.1,2018,154,3
525.1,2018,161,6
525.1,2018,175,1
525.1,2018,182,1
525.1,2018,189,3
525.1,2018,196,6
525.1,2018,210,3
525.1,2018,217,8
525.1,2018,224,5
525.1,2018,231,2
525.1,2018,238,4
525.1,2018,245,5
525.1,2018,252,4
525.1,2018,259,2
525.1,2018,266,3
525.1,2018,273,6
525.1,2018,280,1
525.1,2018,287,1
525.1,2018,294,2
525.1,2018,301,3
525.1,2018,308,2
525.1,2018,322,4
525.1,2018,336,1
525.1,2018,350,1
525.1,2018,357,1
525.1,2019,0,3
525.1,2019,7,1
525.1,2019,14,2
525.1,2019,21,2
525.1,2019,28,3
525.1,2019,35,3
525.1,2019,42,2
525.1,2019,49,6
525.1,2019,56,2
525.1,2019,63,6
525.1,2019,70,5
525.1,2019,77,4
525.1,2019,84,5
525.1,2019,91,5
525.1,2019,98,4
525.1,2019,105,6
525.1,2019,112,8
525.1,2019,119,4
525.1,2019,126,4
525.1,2019,133,5
525.1,2019,140,3
525.1,2019,147,3
525.1,2019,154,6
525.1,2019,161,1
525.1,2019,168,7
525.1,2019,175,4
525.1,2019,182,8
525.1,2019,189,3
525.1,2019,196,8
525.1,2019,203,7
525.1,2019,210,5
525.1,2019,217,4
525.1,2019,224,6
525.1,2019,231,4
525.1,2019,238,1
526.1,2017,14,4
526.1,2017,28,2
526.1,2017,35,1
526.1,2017,42,10
526.1,2017,49,2
526.1,2017,63,1
526.1,2017,70,13
526.1,2017,77,4
526.1,2017,84,3
526.1,2017,91,1
526.1,2017,98,5
526.1,2017,105,6
526.1,2017,112,5
526.1,2017,119,4
526.1,2017,126,3
526.1,2017,133,2
526.1,2017,140,5
526.1,2017,147,6
526.1,2017,154,11
526.1,2017,161,3
526.1,2017,168,6
526.1,2017,175,3
526.1,2017,182,2
526.1,2017,189,3
526.1,2017,196,7
526.1,2017,203,5
526.1,2017,210,5
526.1,2017,217,7
526.1,2017,224,10
526.1,2017,231,7
526.1,2017,238,4
526.1,2017,245,2
526.1,2017,252,4
526.1,2017,259,8
526.1,2017,266,9
526.1,2017,273,7
526.1,2017,280,8
526.1,2017,287,9
526.1,2017,294,6
526.1,2017,301,4
526.1,2017,315,4
526.1,2017,322,5
526.1,2017,329,1
526.1,2017,336,1
526.1,2017,343,2
526.1,2018,7,1
526.1,2018,14,1
526.1,2018,21,1
526.1,2018,28,1
526.1,2018,35,3
526.1,2018,42,2
526.1,2018,49,1
526.1,2018,56,2
526.1,2018,70,2
526.1,2018,77,1
526.1,2018,84,8
526.1,2018,91,7
526.1,2018,98,4
526.1,2018,105,2
526.1,2018,112,2
526.1,2018,119,3
526.1,2018,126,6
526.1,2018,133,8
526.1,2018,140,15
526.1,2018,147,5
526.1,2018,154,3
526.1,2018,161,6
526.1,2018,168,14
526.1,2018,175,10
526.1,2018,182,11
526.1,2018,189,6
526.1,2018,196,6
526.1,2018,203,7
526.1,2018,210,7
526.1,2018,217,3
526.1,2018,224,3
526.1,2018,231,6
526.1,2018,238,8
526.1,2018,245,7
526.1,2018,252,4
526.1,2018,259,7
526.1,2018,266,6
526.1,2018,280,4
526.1,2018,287,3
526.1,2018,294,6
526.1,2018,301,2
526.1,2018,308,2
526.1,2018,315,1
526.1,2018,322,2
526.1,2018,329,1
526.1,2019,7,2
526.1,2019,14,1
526.1,2019,42,1
526.1,2019,49,4
526.1,2019,56,4
526.1,2019,63,2
526.1,2019,70,2
526.1,2019,77,3
526.1,2019,84,6
526.1,2019,91,16
526.1,2019,98,10
526.1,2019,105,8
526.1,2019,112,21
526.1,2019,119,12
526.1,2019,126,5
526.1,2019,133,8
526.1,2019,140,8
526.1,2019,147,12
526.1,2019,154,11
526.1,2019,161,15
526.1,2019,168,11
526.1,2019,175,11
526.1,2019,182,13
526.1,2019,189,8
526.1,2019,196,8
526.1,2019,203,15
526.1,2019,210,10
526.1,2019,217,6
526.1,2019,224,6
526.1,2019,231,9
527.1,2017,70,1
527.1,2017,84,2
527.1,2017,91,1
527.1,2017,119,1
527.1,2017,126,1
527.1,2017,140,1
527.1,2017,161,1
527.1,2017,182,2
527.1,2017,196,2
527.1,2017,231,1
527.1,2017,238,1
527.1,2017,245,1
527.1,2017,252,2
527.1,2017,266,1
527.1,2017,273,1
527.1,2017,280,1
527.1,2017,301,2
527.1,2017,315,1
527.1,2017,322,1
527.1,2017,336,1
527.1,2018,84,2
527.1,2018,105,1
527.1,2018,119,3
527.1,2018,133,1
527.1,2018,147,1
527.1,2018,154,1
527.1,2018,161,3
527.1,2018,168,1
527.1,2018,182,1
527.1,2018,210,1
527.1,2018,217,2
527.1,2018,231,2
527.1,2018,245,1
527.1,2018,259,1
527.1,2018,266,1
527.1,2018,301,1
527.1,2018,315,1
527.1,2018,322,1
527.1,2018,343,1
527.1,2019,7,1
527.1,2019,42,1
527.1,2019,63,1
527.1,2019,91,6
527.1,2019,98,2
527.1,2019,105,1
527.1,2019,112,2
527.1,2019,119,1
527.1,2019,133,4
527.1,2019,154,2
527.1,2019,161,2
527.1,2019,168,4
527.1,2019,175,5
527.1,2019,182,4
527.1,2019,189,7
527.1,2019,196,1
527.1,2019,203,11
527.1,2019,210,5
527.1,2019,217,2
527.1,2019,224,1
527.1,2019,231,4
528.1,2017,119,1
528.1,2017,140,1
528.1,2017,196,3
528.1,2017,203,2
528.1,2017,210,1
